reading_id,rfid_tag,device_id,data_type,data_value,timestamp
RDG-TMP-0053,RFID-017,TMP956,Temperature,12.9,2026-05-05 09:00:00
RDG-TMP-0054,RFID-017,TMP154,Temperature,13.7,2026-05-05 11:00:00
RDG-TMP-0055,RFID-017,TMP733,Temperature,13.3,2026-05-05 13:00:00
RDG-TMP-0056,RFID-018,TMP251,Temperature,2.3,2026-05-05 01:00:00
RDG-TMP-0057,RFID-018,TMP943,Temperature,2.1,2026-05-05 03:00:00
RDG-TMP-0058,RFID-018,TMP707,Temperature,3.0,2026-05-05 05:00:00
RDG-TMP-0059,RFID-018,TMP906,Temperature,2.5,2026-05-05 07:00:00
RDG-TMP-0060,RFID-018,TMP137,Temperature,2.2,2026-05-05 09:00:00
RDG-TMP-0061,RFID-019,TMP964,Temperature,2.4,2026-05-04 11:00:00
RDG-TMP-0062,RFID-019,TMP186,Temperature,3.1,2026-05-04 13:00:00
RDG-TMP-0063,RFID-019,TMP544,Temperature,2.2,2026-05-04 15:00:00
RDG-TMP-0064,RFID-019,TMP886,Temperature,2.8,2026-05-04 17:00:00
RDG-TMP-0065,RFID-019,TMP413,Temperature,2.8,2026-05-04 19:00:00
RDG-TMP-0066,RFID-020,TMP345,Temperature,7.9,2026-05-04 16:00:00
RDG-TMP-0067,RFID-020,TMP714,Temperature,4.6,2026-05-04 18:00:00
RDG-TMP-0068,RFID-020,TMP668,Temperature,3.9,2026-05-04 20:00:00
RDG-TMP-0069,RFID-020,TMP801,Temperature,4.6,2026-05-04 22:00:00
RDG-TMP-0070,RFID-020,TMP939,Temperature,4.6,2026-05-05 00:00:00
RDG-TMP-0071,RFID-023,TMP909,Temperature,13.6,2026-05-03 16:00:00
RDG-TMP-0072,RFID-023,TMP475,Temperature,12.3,2026-05-03 18:00:00
RDG-TMP-0073,RFID-023,TMP369,Temperature,12.3,2026-05-03 20:00:00
RDG-TMP-0074,RFID-023,TMP831,Temperature,13.0,2026-05-03 22:00:00
RDG-TMP-0075,RFID-023,TMP847,Temperature,13.2,2026-05-04 00:00:00
RDG-TMP-0076,RFID-024,TMP299,Temperature,3.5,2026-05-05 04:00:00
RDG-TMP-0077,RFID-024,TMP198,Temperature,4.5,2026-05-05 06:00:00
RDG-TMP-0078,RFID-024,TMP717,Temperature,2.4,2026-05-05 08:00:00
RDG-TMP-0079,RFID-024,TMP443,Temperature,6.0,2026-05-05 10:00:00
RDG-TMP-0080,RFID-024,TMP680,Temperature,3.3,2026-05-05 12:00:00
RDG-TMP-0081,RFID-025,TMP262,Temperature,3.1,2026-05-03 21:00:00
RDG-TMP-0082,RFID-025,TMP397,Temperature,3.2,2026-05-03 23:00:00
RDG-TMP-0083,RFID-025,TMP632,Temperature,2.7,2026-05-04 01:00:00
RDG-TMP-0084,RFID-025,TMP189,Temperature,3.5,2026-05-04 03:00:00
RDG-TMP-0085,RFID-025,TMP921,Temperature,5.6,2026-05-04 05:00:00
RDG-TMP-0086,RFID-028,TMP699,Temperature,2.5,2026-05-04 23:00:00
RDG-TMP-0087,RFID-028,TMP255,Temperature,2.4,2026-05-05 01:00:00
RDG-TMP-0088,RFID-028,TMP464,Temperature,3.6,2026-05-05 03:00:00
RDG-TMP-0089,RFID-028,TMP694,Temperature,2.3,2026-05-05 05:00:00
RDG-TMP-0090,RFID-028,TMP979,Temperature,3.7,2026-05-05 07:00:00
RDG-TMP-0091,RFID-029,TMP799,Temperature,-28.9,2026-05-04 15:00:00
RDG-TMP-0092,RFID-029,TMP403,Temperature,-28.2,2026-05-04 17:00:00
RDG-TMP-0093,RFID-029,TMP425,Temperature,-28.5,2026-05-04 19:00:00
RDG-TMP-0094,RFID-029,TMP948,Temperature,-29.9,2026-05-04 21:00:00
RDG-TMP-0095,RFID-029,TMP773,Temperature,-28.8,2026-05-04 23:00:00
RDG-TMP-0096,RFID-030,TMP569,Temperature,-17.8,2026-05-04 08:00:00
RDG-TMP-0097,RFID-030,TMP839,Temperature,-19.6,2026-05-04 10:00:00
RDG-TMP-0098,RFID-030,TMP859,Temperature,-18.5,2026-05-04 12:00:00
RDG-TMP-0099,RFID-030,TMP839,Temperature,-18.4,2026-05-04 14:00:00
RDG-TMP-0100,RFID-030,TMP149,Temperature,-14.9,2026-05-04 16:00:00
