reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng,temperature_c
RDG-RFD-0029,RFID-011,RFD506,RFID,VERIFIED,2026-05-03 15:00:00,,,
RDG-RFD-0080,RFID-028,RFD425,RFID,VERIFIED,2026-05-03 15:00:00,,,
RDG-GPS-0032,RFID-007,GPS312,GPS,"14.509873,121.042269",2026-05-03 16:00:00,14.509873,121.042269,
RDG-RFD-0019,RFID-007,RFD257,RFID,VERIFIED,2026-05-03 16:00:00,,,
RDG-TMP-0027,RFID-007,TMP349,Temperature,16.4,2026-05-03 16:00:00,,,16.4
RDG-GPS-0086,RFID-018,GPS382,GPS,"14.636106,120.962051",2026-05-03 17:00:00,14.636106,120.962051,
RDG-RFD-0050,RFID-018,RFD535,RFID,VERIFIED,2026-05-03 17:00:00,,,
RDG-TMP-0056,RFID-018,TMP638,Temperature,-29.2,2026-05-03 17:00:00,,,-29.2
RDG-GPS-0140,RFID-028,GPS819,GPS,"14.64609,121.082004",2026-05-03 17:00:00,14.64609,121.082004,
RDG-TMP-0001,RFID-001,TMP706,Temperature,5.6,2026-05-03 17:00:00,,,5.6
RDG-GPS-0001,RFID-001,GPS985,GPS,"14.264923,120.967416",2026-05-03 17:00:00,14.264923,120.967416,
RDG-RFD-0020,RFID-007,RFD129,RFID,FLAGGED,2026-05-03 18:00:00,,,
RDG-RFD-0001,RFID-001,RFD169,RFID,VERIFIED,2026-05-03 18:00:00,,,
RDG-GPS-0033,RFID-007,GPS454,GPS,"14.473569,121.015841",2026-05-03 18:00:00,14.473569,121.015841,
RDG-TMP-0028,RFID-007,TMP844,Temperature,12.1,2026-05-03 18:00:00,,,12.1
RDG-GPS-0087,RFID-018,GPS875,GPS,"14.556974,121.015227",2026-05-03 19:00:00,14.556974,121.015227,
RDG-TMP-0057,RFID-018,TMP161,Temperature,-28.1,2026-05-03 19:00:00,,,-28.1
RDG-GPS-0002,RFID-001,GPS963,GPS,"14.40099,120.962512",2026-05-03 19:00:00,14.40099,120.962512,
RDG-TMP-0002,RFID-001,TMP191,Temperature,4.5,2026-05-03 19:00:00,,,4.5
RDG-GPS-0034,RFID-007,GPS394,GPS,"14.50597,120.969877",2026-05-03 20:00:00,14.50597,120.969877,
RDG-TMP-0029,RFID-007,TMP855,Temperature,12.7,2026-05-03 20:00:00,,,12.7
RDG-GPS-0003,RFID-001,GPS174,GPS,"14.472531,120.968201",2026-05-03 21:00:00,14.472531,120.968201,
RDG-GPS-0088,RFID-018,GPS980,GPS,"14.552817,120.974593",2026-05-03 21:00:00,14.552817,120.974593,
RDG-TMP-0003,RFID-001,TMP182,Temperature,8.3,2026-05-03 21:00:00,,,8.3
RDG-TMP-0058,RFID-018,TMP504,Temperature,-29.5,2026-05-03 21:00:00,,,-29.5
RDG-RFD-0002,RFID-001,RFD713,RFID,VERIFIED,2026-05-03 21:00:00,,,
RDG-RFD-0051,RFID-018,RFD985,RFID,VERIFIED,2026-05-03 22:00:00,,,
RDG-TMP-0030,RFID-007,TMP383,Temperature,13.0,2026-05-03 22:00:00,,,13.0
RDG-GPS-0081,RFID-017,GPS711,GPS,"14.552779,121.028871",2026-05-03 22:00:00,14.552779,121.028871,
RDG-TMP-0051,RFID-017,TMP474,Temperature,12.3,2026-05-03 22:00:00,,,12.3
RDG-GPS-0035,RFID-007,GPS613,GPS,"14.495581,120.977954",2026-05-03 22:00:00,14.495581,120.977954,
RDG-GPS-0004,RFID-001,GPS477,GPS,"14.521417,120.977563",2026-05-03 23:00:00,14.521417,120.977563,
RDG-TMP-0059,RFID-018,TMP958,Temperature,-29.0,2026-05-03 23:00:00,,,-29.0
RDG-TMP-0004,RFID-001,TMP458,Temperature,7.6,2026-05-03 23:00:00,,,7.6
RDG-GPS-0089,RFID-018,GPS931,GPS,"14.532555,121.025508",2026-05-03 23:00:00,14.532555,121.025508,
RDG-RFD-0046,RFID-017,RFD377,RFID,VERIFIED,2026-05-04 00:00:00,,,
RDG-GPS-0082,RFID-017,GPS571,GPS,"14.568564,121.066331",2026-05-04 00:00:00,14.568564,121.066331,
RDG-TMP-0052,RFID-017,TMP143,Temperature,13.4,2026-05-04 00:00:00,,,13.4
RDG-GPS-0071,RFID-015,GPS832,GPS,"14.578106,120.996845",2026-05-04 00:00:00,14.578106,120.996845,
RDG-TMP-0005,RFID-001,TMP133,Temperature,2.8,2026-05-04 01:00:00,,,2.8
RDG-GPS-0005,RFID-001,GPS168,GPS,"14.583952,120.974364",2026-05-04 01:00:00,14.583952,120.974364,
RDG-RFD-0039,RFID-015,RFD972,RFID,VERIFIED,2026-05-04 01:00:00,,,
RDG-RFD-0023,RFID-009,RFD534,RFID,VERIFIED,2026-05-04 01:00:00,,,
RDG-TMP-0060,RFID-018,TMP125,Temperature,-28.5,2026-05-04 01:00:00,,,-28.5
RDG-GPS-0041,RFID-009,GPS943,GPS,"14.576962,120.973019",2026-05-04 01:00:00,14.576962,120.973019,
RDG-GPS-0090,RFID-018,GPS673,GPS,"14.526185,121.065901",2026-05-04 01:00:00,14.526185,121.065901,
RDG-TMP-0053,RFID-017,TMP691,Temperature,13.1,2026-05-04 02:00:00,,,13.1
RDG-RFD-0047,RFID-017,RFD659,RFID,VERIFIED,2026-05-04 02:00:00,,,
RDG-RFD-0003,RFID-001,RFD970,RFID,VERIFIED,2026-05-04 02:00:00,,,
RDG-GPS-0072,RFID-015,GPS591,GPS,"14.539197,120.964332",2026-05-04 02:00:00,14.539197,120.964332,
RDG-GPS-0083,RFID-017,GPS372,GPS,"14.536609,121.068116",2026-05-04 02:00:00,14.536609,121.068116,
RDG-GPS-0116,RFID-024,GPS510,GPS,"14.473785,121.039301",2026-05-04 02:00:00,14.473785,121.039301,
RDG-GPS-0141,RFID-029,GPS686,GPS,"14.526029,120.989625",2026-05-04 03:00:00,14.526029,120.989625,
RDG-RFD-0052,RFID-018,RFD539,RFID,VERIFIED,2026-05-04 03:00:00,,,
RDG-TMP-0086,RFID-029,TMP963,Temperature,12.5,2026-05-04 03:00:00,,,12.5
RDG-GPS-0042,RFID-009,GPS309,GPS,"14.575115,120.946273",2026-05-04 03:00:00,14.575115,120.946273,
RDG-TMP-0054,RFID-017,TMP150,Temperature,12.4,2026-05-04 04:00:00,,,12.4
RDG-TMP-0041,RFID-013,TMP974,Temperature,-18.7,2026-05-04 04:00:00,,,-18.7
RDG-GPS-0061,RFID-013,GPS149,GPS,"14.53015,121.064244",2026-05-04 04:00:00,14.53015,121.064244,
RDG-GPS-0084,RFID-017,GPS167,GPS,"14.487676,121.096142",2026-05-04 04:00:00,14.487676,121.096142,
RDG-GPS-0073,RFID-015,GPS624,GPS,"14.485523,121.019585",2026-05-04 04:00:00,14.485523,121.019585,
RDG-RFD-0069,RFID-024,RFD145,RFID,VERIFIED,2026-05-04 04:00:00,,,
RDG-GPS-0117,RFID-024,GPS734,GPS,"14.551002,121.030139",2026-05-04 04:00:00,14.551002,121.030139,
RDG-GPS-0043,RFID-009,GPS757,GPS,"14.589889,121.029639",2026-05-04 05:00:00,14.589889,121.029639,
RDG-GPS-0142,RFID-029,GPS847,GPS,"14.51133,120.97706",2026-05-04 05:00:00,14.51133,120.97706,
RDG-RFD-0024,RFID-009,RFD526,RFID,VERIFIED,2026-05-04 05:00:00,,,
RDG-TMP-0087,RFID-029,TMP864,Temperature,13.0,2026-05-04 05:00:00,,,13.0
RDG-RFD-0081,RFID-029,RFD405,RFID,FLAGGED,2026-05-04 05:00:00,,,
RDG-RFD-0004,RFID-001,RFD549,RFID,VERIFIED,2026-05-04 05:00:00,,,
RDG-RFD-0033,RFID-013,RFD487,RFID,FLAGGED,2026-05-04 05:00:00,,,
RDG-RFD-0074,RFID-026,RFD629,RFID,VERIFIED,2026-05-04 06:00:00,,,
RDG-GPS-0126,RFID-026,GPS585,GPS,"14.52798,121.033333",2026-05-04 06:00:00,14.52798,121.033333,
RDG-TMP-0081,RFID-026,TMP206,Temperature,-16.0,2026-05-04 06:00:00,,,-16.0
RDG-GPS-0118,RFID-024,GPS573,GPS,"14.516303,120.994114",2026-05-04 06:00:00,14.516303,120.994114,
RDG-TMP-0042,RFID-013,TMP620,Temperature,-19.7,2026-05-04 06:00:00,,,-19.7
RDG-RFD-0040,RFID-015,RFD966,RFID,VERIFIED,2026-05-04 06:00:00,,,
RDG-TMP-0055,RFID-017,TMP411,Temperature,15.0,2026-05-04 06:00:00,,,15.0
RDG-GPS-0085,RFID-017,GPS557,GPS,"14.521444,121.037259",2026-05-04 06:00:00,14.521444,121.037259,
RDG-GPS-0074,RFID-015,GPS561,GPS,"14.438709,120.987879",2026-05-04 06:00:00,14.438709,120.987879,
RDG-GPS-0006,RFID-002,GPS600,GPS,"14.464345,121.036432",2026-05-04 06:00:00,14.464345,121.036432,
RDG-GPS-0062,RFID-013,GPS566,GPS,"14.442522,121.003056",2026-05-04 06:00:00,14.442522,121.003056,
RDG-RFD-0082,RFID-029,RFD866,RFID,VERIFIED,2026-05-04 07:00:00,,,
RDG-TMP-0088,RFID-029,TMP113,Temperature,14.0,2026-05-04 07:00:00,,,14.0
RDG-GPS-0143,RFID-029,GPS753,GPS,"14.562831,121.023869",2026-05-04 07:00:00,14.562831,121.023869,
RDG-RFD-0070,RFID-024,RFD584,RFID,VERIFIED,2026-05-04 07:00:00,,,
RDG-GPS-0044,RFID-009,GPS410,GPS,"14.509572,121.058644",2026-05-04 07:00:00,14.509572,121.058644,
RDG-GPS-0075,RFID-015,GPS591,GPS,"14.391337,121.058987",2026-05-04 08:00:00,14.391337,121.058987,
RDG-TMP-0082,RFID-026,TMP576,Temperature,-19.3,2026-05-04 08:00:00,,,-19.3
RDG-RFD-0048,RFID-017,RFD910,RFID,VERIFIED,2026-05-04 08:00:00,,,
RDG-RFD-0005,RFID-002,RFD315,RFID,VERIFIED,2026-05-04 08:00:00,,,
RDG-GPS-0119,RFID-024,GPS184,GPS,"14.539368,120.993507",2026-05-04 08:00:00,14.539368,120.993507,
RDG-GPS-0127,RFID-026,GPS138,GPS,"14.570612,121.020427",2026-05-04 08:00:00,14.570612,121.020427,
RDG-GPS-0063,RFID-013,GPS135,GPS,"14.472677,121.011359",2026-05-04 08:00:00,14.472677,121.011359,
RDG-TMP-0043,RFID-013,TMP427,Temperature,-18.2,2026-05-04 08:00:00,,,-18.2
RDG-GPS-0007,RFID-002,GPS767,GPS,"14.505112,121.038929",2026-05-04 08:00:00,14.505112,121.038929,
RDG-GPS-0026,RFID-006,GPS647,GPS,"14.461823,121.074421",2026-05-04 09:00:00,14.461823,121.074421,
RDG-GPS-0144,RFID-029,GPS281,GPS,"14.5817,120.992071",2026-05-04 09:00:00,14.5817,120.992071,
RDG-RFD-0034,RFID-013,RFD263,RFID,VERIFIED,2026-05-04 09:00:00,,,
RDG-TMP-0089,RFID-029,TMP767,Temperature,12.6,2026-05-04 09:00:00,,,12.6
RDG-GPS-0045,RFID-009,GPS973,GPS,"14.49221,121.004947",2026-05-04 09:00:00,14.49221,121.004947,
RDG-GPS-0146,RFID-030,GPS198,GPS,"14.680672,120.995365",2026-05-04 09:00:00,14.680672,120.995365,
RDG-TMP-0091,RFID-030,TMP513,Temperature,12.6,2026-05-04 09:00:00,,,12.6
RDG-RFD-0041,RFID-015,RFD250,RFID,FLAGGED,2026-05-04 09:00:00,,,
RDG-TMP-0021,RFID-006,TMP773,Temperature,3.0,2026-05-04 09:00:00,,,3.0
RDG-TMP-0083,RFID-026,TMP581,Temperature,-16.2,2026-05-04 10:00:00,,,-16.2
RDG-TMP-0044,RFID-013,TMP678,Temperature,-14.8,2026-05-04 10:00:00,,,-14.8
RDG-GPS-0064,RFID-013,GPS445,GPS,"14.464526,121.017546",2026-05-04 10:00:00,14.464526,121.017546,
RDG-RFD-0083,RFID-030,RFD215,RFID,VERIFIED,2026-05-04 10:00:00,,,
RDG-GPS-0128,RFID-026,GPS927,GPS,"14.568176,121.016085",2026-05-04 10:00:00,14.568176,121.016085,
RDG-GPS-0120,RFID-024,GPS550,GPS,"14.632337,121.051029",2026-05-04 10:00:00,14.632337,121.051029,
RDG-GPS-0008,RFID-002,GPS382,GPS,"14.581162,120.990176",2026-05-04 10:00:00,14.581162,120.990176,
RDG-RFD-0016,RFID-006,RFD948,RFID,VERIFIED,2026-05-04 10:00:00,,,
RDG-RFD-0071,RFID-024,RFD858,RFID,VERIFIED,2026-05-04 11:00:00,,,
RDG-TMP-0092,RFID-030,TMP981,Temperature,14.0,2026-05-04 11:00:00,,,14.0
RDG-GPS-0145,RFID-029,GPS107,GPS,"14.576986,121.021143",2026-05-04 11:00:00,14.576986,121.021143,
RDG-TMP-0090,RFID-029,TMP278,Temperature,13.6,2026-05-04 11:00:00,,,13.6
RDG-GPS-0147,RFID-030,GPS328,GPS,"14.626945,121.02623",2026-05-04 11:00:00,14.626945,121.02623,
RDG-GPS-0101,RFID-021,GPS477,GPS,"14.349834,121.01999",2026-05-04 11:00:00,14.349834,121.01999,
RDG-TMP-0022,RFID-006,TMP647,Temperature,3.4,2026-05-04 11:00:00,,,3.4
RDG-GPS-0027,RFID-006,GPS529,GPS,"14.393963,121.086267",2026-05-04 11:00:00,14.393963,121.086267,
RDG-GPS-0091,RFID-019,GPS988,GPS,"14.441767,120.950812",2026-05-04 11:00:00,14.441767,120.950812,
RDG-TMP-0061,RFID-021,TMP852,Temperature,3.0,2026-05-04 11:00:00,,,3.0
RDG-RFD-0075,RFID-026,RFD291,RFID,VERIFIED,2026-05-04 12:00:00,,,
RDG-TMP-0016,RFID-005,TMP505,Temperature,-28.7,2026-05-04 12:00:00,,,-28.7
RDG-GPS-0129,RFID-026,GPS957,GPS,"14.688782,121.108503",2026-05-04 12:00:00,14.688782,121.108503,
RDG-RFD-0006,RFID-002,RFD503,RFID,VERIFIED,2026-05-04 12:00:00,,,
RDG-TMP-0084,RFID-026,TMP875,Temperature,-17.3,2026-05-04 12:00:00,,,-17.3
RDG-GPS-0065,RFID-013,GPS565,GPS,"14.473422,121.046483",2026-05-04 12:00:00,14.473422,121.046483,
RDG-GPS-0009,RFID-002,GPS967,GPS,"14.586445,121.003019",2026-05-04 12:00:00,14.586445,121.003019,
RDG-RFD-0049,RFID-017,RFD842,RFID,VERIFIED,2026-05-04 12:00:00,,,
RDG-TMP-0045,RFID-013,TMP952,Temperature,-18.2,2026-05-04 12:00:00,,,-18.2
RDG-GPS-0021,RFID-005,GPS563,GPS,"14.42939,121.064837",2026-05-04 12:00:00,14.42939,121.064837,
RDG-TMP-0023,RFID-006,TMP575,Temperature,3.2,2026-05-04 13:00:00,,,3.2
RDG-RFD-0059,RFID-021,RFD588,RFID,VERIFIED,2026-05-04 13:00:00,,,
RDG-TMP-0062,RFID-021,TMP859,Temperature,6.8,2026-05-04 13:00:00,,,6.8
RDG-GPS-0102,RFID-021,GPS667,GPS,"14.287202,120.966907",2026-05-04 13:00:00,14.287202,120.966907,
RDG-RFD-0053,RFID-019,RFD217,RFID,VERIFIED,2026-05-04 13:00:00,,,
RDG-TMP-0093,RFID-030,TMP261,Temperature,13.4,2026-05-04 13:00:00,,,13.4
RDG-GPS-0092,RFID-019,GPS508,GPS,"14.503783,121.048902",2026-05-04 13:00:00,14.503783,121.048902,
RDG-GPS-0011,RFID-003,GPS719,GPS,"14.510645,121.074847",2026-05-04 13:00:00,14.510645,121.074847,
RDG-GPS-0028,RFID-006,GPS108,GPS,"14.428732,120.998522",2026-05-04 13:00:00,14.428732,120.998522,
RDG-GPS-0148,RFID-030,GPS299,GPS,"14.690157,121.017505",2026-05-04 13:00:00,14.690157,121.017505,
RDG-TMP-0006,RFID-003,TMP465,Temperature,2.7,2026-05-04 13:00:00,,,2.7
RDG-RFD-0035,RFID-013,RFD967,RFID,VERIFIED,2026-05-04 14:00:00,,,
RDG-TMP-0017,RFID-005,TMP320,Temperature,-29.3,2026-05-04 14:00:00,,,-29.3
RDG-RFD-0013,RFID-005,RFD705,RFID,VERIFIED,2026-05-04 14:00:00,,,
RDG-TMP-0085,RFID-026,TMP847,Temperature,-19.2,2026-05-04 14:00:00,,,-19.2
RDG-RFD-0042,RFID-015,RFD449,RFID,VERIFIED,2026-05-04 14:00:00,,,
RDG-GPS-0022,RFID-005,GPS611,GPS,"14.47221,121.067479",2026-05-04 14:00:00,14.47221,121.067479,
RDG-GPS-0010,RFID-002,GPS733,GPS,"14.645407,121.024163",2026-05-04 14:00:00,14.645407,121.024163,
RDG-RFD-0017,RFID-006,RFD249,RFID,VERIFIED,2026-05-04 14:00:00,,,
RDG-GPS-0130,RFID-026,GPS535,GPS,"14.731907,121.145818",2026-05-04 14:00:00,14.731907,121.145818,
RDG-GPS-0029,RFID-006,GPS354,GPS,"14.298147,120.994875",2026-05-04 15:00:00,14.298147,120.994875,
RDG-GPS-0149,RFID-030,GPS740,GPS,"14.685763,121.052897",2026-05-04 15:00:00,14.685763,121.052897,
RDG-GPS-0093,RFID-019,GPS438,GPS,"14.579812,121.044704",2026-05-04 15:00:00,14.579812,121.044704,
RDG-TMP-0007,RFID-003,TMP924,Temperature,3.0,2026-05-04 15:00:00,,,3.0
RDG-RFD-0007,RFID-003,RFD319,RFID,VERIFIED,2026-05-04 15:00:00,,,
RDG-TMP-0024,RFID-006,TMP527,Temperature,2.4,2026-05-04 15:00:00,,,2.4
RDG-GPS-0103,RFID-021,GPS185,GPS,"14.322023,121.039818",2026-05-04 15:00:00,14.322023,121.039818,
RDG-TMP-0063,RFID-021,TMP499,Temperature,6.9,2026-05-04 15:00:00,,,6.9
RDG-GPS-0012,RFID-003,GPS346,GPS,"14.603414,121.08785",2026-05-04 15:00:00,14.603414,121.08785,
RDG-TMP-0094,RFID-030,TMP629,Temperature,14.0,2026-05-04 15:00:00,,,14.0
RDG-RFD-0084,RFID-030,RFD741,RFID,VERIFIED,2026-05-04 15:00:00,,,
RDG-RFD-0067,RFID-023,RFD104,RFID,VERIFIED,2026-05-04 16:00:00,,,
RDG-TMP-0018,RFID-005,TMP401,Temperature,-29.6,2026-05-04 16:00:00,,,-29.6
RDG-RFD-0076,RFID-026,RFD435,RFID,VERIFIED,2026-05-04 16:00:00,,,
RDG-GPS-0111,RFID-023,GPS341,GPS,"14.609947,121.024951",2026-05-04 16:00:00,14.609947,121.024951,
RDG-GPS-0023,RFID-005,GPS603,GPS,"14.445633,121.093842",2026-05-04 16:00:00,14.445633,121.093842,
RDG-RFD-0060,RFID-021,RFD735,RFID,VERIFIED,2026-05-04 16:00:00,,,
RDG-RFD-0054,RFID-019,RFD137,RFID,VERIFIED,2026-05-04 16:00:00,,,
RDG-TMP-0071,RFID-023,TMP994,Temperature,4.1,2026-05-04 16:00:00,,,4.1
RDG-TMP-0066,RFID-022,TMP423,Temperature,2.4,2026-05-04 17:00:00,,,2.4
RDG-TMP-0025,RFID-006,TMP823,Temperature,3.6,2026-05-04 17:00:00,,,3.6
RDG-TMP-0064,RFID-021,TMP818,Temperature,5.3,2026-05-04 17:00:00,,,5.3
RDG-TMP-0008,RFID-003,TMP459,Temperature,2.9,2026-05-04 17:00:00,,,2.9
RDG-TMP-0076,RFID-025,TMP402,Temperature,3.5,2026-05-04 17:00:00,,,3.5
RDG-TMP-0095,RFID-030,TMP216,Temperature,13.4,2026-05-04 17:00:00,,,13.4
RDG-GPS-0104,RFID-021,GPS504,GPS,"14.344162,120.986442",2026-05-04 17:00:00,14.344162,120.986442,
RDG-GPS-0121,RFID-025,GPS224,GPS,"14.628515,121.104954",2026-05-04 17:00:00,14.628515,121.104954,
RDG-GPS-0013,RFID-003,GPS276,GPS,"14.634204,121.023871",2026-05-04 17:00:00,14.634204,121.023871,
RDG-GPS-0046,RFID-010,GPS121,GPS,"14.395911,121.085487",2026-05-04 17:00:00,14.395911,121.085487,
RDG-RFD-0014,RFID-005,RFD301,RFID,VERIFIED,2026-05-04 17:00:00,,,
RDG-GPS-0106,RFID-022,GPS414,GPS,"14.373273,120.989515",2026-05-04 17:00:00,14.373273,120.989515,
RDG-GPS-0030,RFID-006,GPS236,GPS,"14.285984,120.994377",2026-05-04 17:00:00,14.285984,120.994377,
RDG-GPS-0150,RFID-030,GPS903,GPS,"14.650605,120.98574",2026-05-04 17:00:00,14.650605,120.98574,
RDG-GPS-0094,RFID-019,GPS627,GPS,"14.639182,121.05154",2026-05-04 17:00:00,14.639182,121.05154,
RDG-RFD-0018,RFID-006,RFD916,RFID,VERIFIED,2026-05-04 18:00:00,,,
RDG-RFD-0072,RFID-025,RFD573,RFID,VERIFIED,2026-05-04 18:00:00,,,
RDG-TMP-0072,RFID-023,TMP773,Temperature,10.7,2026-05-04 18:00:00,,,10.7
RDG-RFD-0008,RFID-003,RFD933,RFID,VERIFIED,2026-05-04 18:00:00,,,
RDG-TMP-0019,RFID-005,TMP790,Temperature,-28.1,2026-05-04 18:00:00,,,-28.1
RDG-GPS-0036,RFID-008,GPS597,GPS,"14.409391,121.015869",2026-05-04 18:00:00,14.409391,121.015869,
RDG-GPS-0024,RFID-005,GPS464,GPS,"14.492278,121.082679",2026-05-04 18:00:00,14.492278,121.082679,
RDG-GPS-0112,RFID-023,GPS759,GPS,"15.472915,121.174542",2026-05-04 18:00:00,15.472915,121.174542,
RDG-RFD-0021,RFID-008,RFD219,RFID,VERIFIED,2026-05-04 18:00:00,,,
RDG-GPS-0105,RFID-021,GPS121,GPS,"14.3631,121.061222",2026-05-04 19:00:00,14.3631,121.061222,
RDG-GPS-0076,RFID-016,GPS531,GPS,"14.424909,120.985332",2026-05-04 19:00:00,14.424909,120.985332,
RDG-TMP-0046,RFID-016,TMP613,Temperature,-28.4,2026-05-04 19:00:00,,,-28.4
RDG-TMP-0009,RFID-003,TMP970,Temperature,2.4,2026-05-04 19:00:00,,,2.4
RDG-GPS-0107,RFID-022,GPS329,GPS,"14.486778,121.041997",2026-05-04 19:00:00,14.486778,121.041997,
RDG-GPS-0095,RFID-019,GPS993,GPS,"14.698072,121.077313",2026-05-04 19:00:00,14.698072,121.077313,
RDG-GPS-0047,RFID-010,GPS864,GPS,"14.405341,121.060133",2026-05-04 19:00:00,14.405341,121.060133,
RDG-RFD-0025,RFID-010,RFD470,RFID,VERIFIED,2026-05-04 19:00:00,,,
RDG-GPS-0014,RFID-003,GPS740,GPS,"14.65837,120.989051",2026-05-04 19:00:00,14.65837,120.989051,
RDG-RFD-0061,RFID-021,RFD389,RFID,VERIFIED,2026-05-04 19:00:00,,,
RDG-RFD-0063,RFID-022,RFD508,RFID,VERIFIED,2026-05-04 19:00:00,,,
RDG-TMP-0077,RFID-025,TMP544,Temperature,3.4,2026-05-04 19:00:00,,,3.4
RDG-GPS-0122,RFID-025,GPS540,GPS,"14.623421,121.007883",2026-05-04 19:00:00,14.623421,121.007883,
RDG-TMP-0067,RFID-022,TMP728,Temperature,3.4,2026-05-04 19:00:00,,,3.4
RDG-TMP-0065,RFID-021,TMP199,Temperature,3.4,2026-05-04 19:00:00,,,3.4
RDG-TMP-0073,RFID-023,TMP380,Temperature,6.6,2026-05-04 20:00:00,,,6.6
RDG-TMP-0020,RFID-005,TMP699,Temperature,-28.2,2026-05-04 20:00:00,,,-28.2
RDG-RFD-0055,RFID-019,RFD997,RFID,VERIFIED,2026-05-04 20:00:00,,,
RDG-GPS-0113,RFID-023,GPS414,GPS,"16.286257,121.461123",2026-05-04 20:00:00,16.286257,121.461123,
RDG-GPS-0025,RFID-005,GPS240,GPS,"14.46598,121.043045",2026-05-04 20:00:00,14.46598,121.043045,
RDG-GPS-0037,RFID-008,GPS840,GPS,"14.479108,120.996162",2026-05-04 20:00:00,14.479108,120.996162,
RDG-GPS-0056,RFID-012,GPS428,GPS,"14.447167,121.061245",2026-05-04 21:00:00,14.447167,121.061245,
RDG-TMP-0068,RFID-022,TMP547,Temperature,2.7,2026-05-04 21:00:00,,,2.7
RDG-GPS-0015,RFID-003,GPS385,GPS,"14.628121,120.942921",2026-05-04 21:00:00,14.628121,120.942921,
RDG-GPS-0108,RFID-022,GPS398,GPS,"14.489902,121.002056",2026-05-04 21:00:00,14.489902,121.002056,
RDG-GPS-0048,RFID-010,GPS309,GPS,"14.445704,121.041232",2026-05-04 21:00:00,14.445704,121.041232,
RDG-TMP-0078,RFID-025,TMP642,Temperature,3.1,2026-05-04 21:00:00,,,3.1
RDG-TMP-0036,RFID-012,TMP901,Temperature,10.4,2026-05-04 21:00:00,,,10.4
RDG-GPS-0077,RFID-016,GPS924,GPS,"14.457233,121.061346",2026-05-04 21:00:00,14.457233,121.061346,
RDG-TMP-0047,RFID-016,TMP710,Temperature,-29.3,2026-05-04 21:00:00,,,-29.3
RDG-RFD-0015,RFID-005,RFD617,RFID,VERIFIED,2026-05-04 21:00:00,,,
