reading_id,rfid_tag,device_id,data_type,data_value,timestamp
RDG-RFD-0032,RFID-012,RFD804,RFID,VERIFIED,2026-05-04 14:00:00
RDG-RFD-0033,RFID-012,RFD641,RFID,VERIFIED,2026-05-04 18:00:00
RDG-RFD-0034,RFID-012,RFD144,RFID,VERIFIED,2026-05-05 02:00:00
RDG-RFD-0035,RFID-012,RFD193,RFID,VERIFIED,2026-05-05 05:00:00
RDG-RFD-0036,RFID-013,RFD654,RFID,FLAGGED,2026-05-03 23:00:00
RDG-RFD-0037,RFID-013,RFD390,RFID,VERIFIED,2026-05-04 03:00:00
RDG-RFD-0038,RFID-013,RFD212,RFID,FLAGGED,2026-05-04 07:00:00
RDG-RFD-0039,RFID-014,RFD790,RFID,VERIFIED,2026-05-04 17:00:00
RDG-RFD-0040,RFID-014,RFD656,RFID,VERIFIED,2026-05-04 20:00:00
RDG-RFD-0041,RFID-015,RFD917,RFID,VERIFIED,2026-05-03 14:00:00
RDG-RFD-0042,RFID-015,RFD741,RFID,VERIFIED,2026-05-03 20:00:00
RDG-RFD-0043,RFID-016,RFD207,RFID,VERIFIED,2026-05-04 18:00:00
RDG-RFD-0044,RFID-016,RFD770,RFID,VERIFIED,2026-05-05 00:00:00
RDG-RFD-0045,RFID-017,RFD247,RFID,VERIFIED,2026-05-03 22:00:00
RDG-RFD-0046,RFID-017,RFD475,RFID,FLAGGED,2026-05-04 04:00:00
RDG-RFD-0047,RFID-017,RFD670,RFID,VERIFIED,2026-05-04 04:00:00
RDG-RFD-0048,RFID-017,RFD955,RFID,VERIFIED,2026-05-04 10:00:00
RDG-RFD-0049,RFID-018,RFD618,RFID,VERIFIED,2026-05-04 05:00:00
RDG-RFD-0050,RFID-018,RFD402,RFID,VERIFIED,2026-05-04 09:00:00
RDG-RFD-0051,RFID-018,RFD716,RFID,FLAGGED,2026-05-04 13:00:00
RDG-RFD-0052,RFID-019,RFD791,RFID,VERIFIED,2026-05-03 08:00:00
RDG-RFD-0053,RFID-019,RFD729,RFID,VERIFIED,2026-05-03 14:00:00
RDG-RFD-0054,RFID-019,RFD269,RFID,VERIFIED,2026-05-03 18:00:00
RDG-RFD-0055,RFID-019,RFD950,RFID,VERIFIED,2026-05-03 23:00:00
RDG-RFD-0056,RFID-020,RFD396,RFID,FLAGGED,2026-05-04 01:00:00
RDG-RFD-0057,RFID-020,RFD727,RFID,VERIFIED,2026-05-04 04:00:00
RDG-RFD-0058,RFID-020,RFD241,RFID,VERIFIED,2026-05-04 09:00:00
RDG-RFD-0059,RFID-020,RFD819,RFID,VERIFIED,2026-05-04 13:00:00
RDG-RFD-0060,RFID-021,RFD682,RFID,FLAGGED,2026-05-03 23:00:00
RDG-RFD-0061,RFID-021,RFD878,RFID,VERIFIED,2026-05-04 04:00:00
RDG-RFD-0062,RFID-021,RFD244,RFID,VERIFIED,2026-05-04 11:00:00
RDG-RFD-0063,RFID-021,RFD563,RFID,VERIFIED,2026-05-04 11:00:00
RDG-RFD-0064,RFID-022,RFD825,RFID,VERIFIED,2026-05-03 12:00:00
RDG-RFD-0065,RFID-022,RFD458,RFID,FLAGGED,2026-05-03 16:00:00
RDG-RFD-0066,RFID-022,RFD404,RFID,VERIFIED,2026-05-04 00:00:00
RDG-RFD-0067,RFID-022,RFD913,RFID,VERIFIED,2026-05-04 06:00:00
RDG-RFD-0068,RFID-023,RFD365,RFID,VERIFIED,2026-05-04 06:00:00
RDG-RFD-0069,RFID-023,RFD628,RFID,FLAGGED,2026-05-04 11:00:00
RDG-RFD-0070,RFID-023,RFD274,RFID,VERIFIED,2026-05-04 16:00:00
RDG-RFD-0071,RFID-023,RFD762,RFID,VERIFIED,2026-05-04 18:00:00
RDG-RFD-0072,RFID-024,RFD848,RFID,VERIFIED,2026-05-05 05:00:00
RDG-RFD-0073,RFID-024,RFD607,RFID,VERIFIED,2026-05-05 09:00:00
RDG-RFD-0074,RFID-024,RFD341,RFID,VERIFIED,2026-05-05 13:00:00
RDG-RFD-0075,RFID-025,RFD872,RFID,VERIFIED,2026-05-04 04:00:00
RDG-RFD-0076,RFID-025,RFD208,RFID,VERIFIED,2026-05-04 09:00:00
RDG-RFD-0077,RFID-025,RFD131,RFID,VERIFIED,2026-05-04 10:00:00
RDG-RFD-0078,RFID-026,RFD639,RFID,VERIFIED,2026-05-04 02:00:00
RDG-RFD-0079,RFID-026,RFD853,RFID,VERIFIED,2026-05-04 06:00:00
RDG-RFD-0080,RFID-026,RFD977,RFID,VERIFIED,2026-05-04 14:00:00
RDG-RFD-0081,RFID-027,RFD820,RFID,VERIFIED,2026-05-03 18:00:00
RDG-RFD-0082,RFID-027,RFD211,RFID,VERIFIED,2026-05-03 23:00:00
RDG-RFD-0083,RFID-028,RFD299,RFID,VERIFIED,2026-05-03 20:00:00
RDG-RFD-0084,RFID-028,RFD957,RFID,VERIFIED,2026-05-04 01:00:00
RDG-RFD-0085,RFID-028,RFD817,RFID,VERIFIED,2026-05-04 02:00:00
RDG-RFD-0086,RFID-029,RFD659,RFID,VERIFIED,2026-05-04 07:00:00
RDG-RFD-0087,RFID-029,RFD441,RFID,VERIFIED,2026-05-04 12:00:00
RDG-RFD-0088,RFID-029,RFD161,RFID,VERIFIED,2026-05-04 17:00:00
RDG-RFD-0089,RFID-030,RFD165,RFID,VERIFIED,2026-05-04 18:00:00
RDG-RFD-0090,RFID-030,RFD467,RFID,VERIFIED,2026-05-05 00:00:00
