reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng
RDG-GPS-0045,RFID-009,GPS952,GPS,"14.631636,121.130532",2026-05-04 00:00:00,14.631636,121.130532
RDG-GPS-0046,RFID-010,GPS233,GPS,"14.46468,121.106621",2026-05-03 18:00:00,14.46468,121.106621
RDG-GPS-0047,RFID-010,GPS332,GPS,"14.51541,121.096675",2026-05-03 20:00:00,14.51541,121.096675
RDG-GPS-0048,RFID-010,GPS775,GPS,"14.510424,121.008699",2026-05-03 22:00:00,14.510424,121.008699
RDG-GPS-0049,RFID-010,GPS862,GPS,"14.610017,121.025342",2026-05-04 00:00:00,14.610017,121.025342
RDG-GPS-0050,RFID-010,GPS770,GPS,"14.626933,121.036278",2026-05-04 02:00:00,14.626933,121.036278
RDG-GPS-0051,RFID-011,GPS581,GPS,"14.697228,121.090497",2026-05-03 07:00:00,14.697228,121.090497
RDG-GPS-0052,RFID-011,GPS801,GPS,"14.642851,121.064829",2026-05-03 09:00:00,14.642851,121.064829
RDG-GPS-0053,RFID-011,GPS267,GPS,"14.568629,121.055848",2026-05-03 11:00:00,14.568629,121.055848
RDG-GPS-0054,RFID-011,GPS173,GPS,"14.58719,120.978473",2026-05-03 13:00:00,14.58719,120.978473
RDG-GPS-0055,RFID-011,GPS448,GPS,"14.480869,121.018205",2026-05-03 15:00:00,14.480869,121.018205
RDG-GPS-0056,RFID-012,GPS586,GPS,"14.679418,121.009329",2026-05-04 08:00:00,14.679418,121.009329
RDG-GPS-0057,RFID-012,GPS492,GPS,"15.534383,121.191281",2026-05-04 10:00:00,15.534383,121.191281
RDG-GPS-0058,RFID-012,GPS511,GPS,"16.36494,121.42861",2026-05-04 12:00:00,16.36494,121.42861
RDG-GPS-0059,RFID-012,GPS737,GPS,"17.128383,121.602555",2026-05-04 14:00:00,17.128383,121.602555
RDG-GPS-0060,RFID-012,GPS253,GPS,"17.982503,121.797801",2026-05-04 16:00:00,17.982503,121.797801
RDG-GPS-0061,RFID-013,GPS321,GPS,"14.533752,121.047073",2026-05-03 10:00:00,14.533752,121.047073
RDG-GPS-0062,RFID-013,GPS484,GPS,"14.420929,121.022751",2026-05-03 12:00:00,14.420929,121.022751
RDG-GPS-0063,RFID-013,GPS885,GPS,"14.427889,121.028236",2026-05-03 14:00:00,14.427889,121.028236
RDG-GPS-0064,RFID-013,GPS702,GPS,"14.33812,121.038887",2026-05-03 16:00:00,14.33812,121.038887
RDG-GPS-0065,RFID-013,GPS556,GPS,"14.28169,120.994285",2026-05-03 18:00:00,14.28169,120.994285
RDG-GPS-0066,RFID-014,GPS590,GPS,"14.403701,120.990108",2026-05-03 08:00:00,14.403701,120.990108
RDG-GPS-0067,RFID-014,GPS104,GPS,"14.450437,121.008902",2026-05-03 10:00:00,14.450437,121.008902
RDG-GPS-0068,RFID-014,GPS722,GPS,"14.479125,120.971726",2026-05-03 12:00:00,14.479125,120.971726
RDG-GPS-0069,RFID-014,GPS517,GPS,"14.46458,120.839887",2026-05-03 14:00:00,14.46458,120.839887
RDG-GPS-0070,RFID-014,GPS740,GPS,"14.424114,120.870482",2026-05-03 16:00:00,14.424114,120.870482
RDG-GPS-0071,RFID-015,GPS451,GPS,"14.427747,121.030336",2026-05-03 19:00:00,14.427747,121.030336
RDG-GPS-0072,RFID-015,GPS552,GPS,"14.411666,121.043202",2026-05-03 21:00:00,14.411666,121.043202
RDG-GPS-0073,RFID-015,GPS365,GPS,"14.414925,121.031728",2026-05-03 23:00:00,14.414925,121.031728
RDG-GPS-0074,RFID-015,GPS827,GPS,"14.303466,121.0453",2026-05-04 01:00:00,14.303466,121.0453
RDG-GPS-0075,RFID-015,GPS873,GPS,"14.296309,121.000391",2026-05-04 03:00:00,14.296309,121.000391
RDG-GPS-0076,RFID-016,GPS573,GPS,"14.456192,120.932038",2026-05-04 23:00:00,14.456192,120.932038
RDG-GPS-0077,RFID-016,GPS426,GPS,"14.533199,120.958122",2026-05-05 01:00:00,14.533199,120.958122
RDG-GPS-0078,RFID-016,GPS904,GPS,"14.525757,120.93039",2026-05-05 03:00:00,14.525757,120.93039
RDG-GPS-0079,RFID-016,GPS325,GPS,"14.662061,121.022354",2026-05-05 05:00:00,14.662061,121.022354
RDG-GPS-0080,RFID-016,GPS892,GPS,"14.697197,120.94948",2026-05-05 07:00:00,14.697197,120.94948
RDG-GPS-0081,RFID-017,GPS652,GPS,"14.545325,121.074474",2026-05-05 05:00:00,14.545325,121.074474
RDG-GPS-0082,RFID-017,GPS561,GPS,"14.537238,121.088583",2026-05-05 07:00:00,14.537238,121.088583
RDG-GPS-0083,RFID-017,GPS682,GPS,"14.647184,121.058119",2026-05-05 09:00:00,14.647184,121.058119
RDG-GPS-0084,RFID-017,GPS219,GPS,"14.666969,120.98884",2026-05-05 11:00:00,14.666969,120.98884
RDG-GPS-0085,RFID-017,GPS504,GPS,"14.640044,120.979746",2026-05-05 13:00:00,14.640044,120.979746
RDG-GPS-0086,RFID-018,GPS103,GPS,"14.576197,120.98862",2026-05-05 01:00:00,14.576197,120.98862
RDG-GPS-0087,RFID-018,GPS418,GPS,"14.609702,121.015308",2026-05-05 03:00:00,14.609702,121.015308
RDG-GPS-0088,RFID-018,GPS334,GPS,"14.632651,121.044462",2026-05-05 05:00:00,14.632651,121.044462
RDG-GPS-0089,RFID-018,GPS760,GPS,"14.667957,121.077162",2026-05-05 07:00:00,14.667957,121.077162
RDG-GPS-0090,RFID-018,GPS916,GPS,"14.637353,121.029033",2026-05-05 09:00:00,14.637353,121.029033
RDG-GPS-0091,RFID-019,GPS969,GPS,"14.624433,121.014171",2026-05-04 11:00:00,14.624433,121.014171
RDG-GPS-0092,RFID-019,GPS320,GPS,"14.610599,121.0213",2026-05-04 13:00:00,14.610599,121.0213
RDG-GPS-0093,RFID-019,GPS840,GPS,"14.593576,120.982625",2026-05-04 15:00:00,14.593576,120.982625
RDG-GPS-0094,RFID-019,GPS847,GPS,"14.603873,120.978417",2026-05-04 17:00:00,14.603873,120.978417
RDG-GPS-0095,RFID-019,GPS495,GPS,"14.567355,121.021593",2026-05-04 19:00:00,14.567355,121.021593
RDG-GPS-0096,RFID-020,GPS103,GPS,"14.42316,121.00347",2026-05-04 16:00:00,14.42316,121.00347
RDG-GPS-0097,RFID-020,GPS858,GPS,"14.503367,120.980036",2026-05-04 18:00:00,14.503367,120.980036
RDG-GPS-0098,RFID-020,GPS352,GPS,"14.473472,121.013704",2026-05-04 20:00:00,14.473472,121.013704
RDG-GPS-0099,RFID-020,GPS287,GPS,"14.532834,121.074025",2026-05-04 22:00:00,14.532834,121.074025
RDG-GPS-0100,RFID-020,GPS118,GPS,"14.529401,121.004254",2026-05-05 00:00:00,14.529401,121.004254
RDG-GPS-0101,RFID-021,GPS448,GPS,"14.420043,121.053573",2026-05-04 17:00:00,14.420043,121.053573
RDG-GPS-0102,RFID-021,GPS809,GPS,"14.37193,121.067853",2026-05-04 19:00:00,14.37193,121.067853
RDG-GPS-0103,RFID-021,GPS175,GPS,"14.426077,121.027251",2026-05-04 21:00:00,14.426077,121.027251
RDG-GPS-0104,RFID-021,GPS118,GPS,"14.457424,121.041155",2026-05-04 23:00:00,14.457424,121.041155
RDG-GPS-0105,RFID-021,GPS470,GPS,"14.531836,121.056764",2026-05-05 01:00:00,14.531836,121.056764
RDG-GPS-0106,RFID-022,GPS903,GPS,"14.315338,120.985463",2026-05-03 08:00:00,14.315338,120.985463
RDG-GPS-0107,RFID-022,GPS805,GPS,"14.311029,120.996656",2026-05-03 10:00:00,14.311029,120.996656
RDG-GPS-0108,RFID-022,GPS610,GPS,"14.361567,121.041652",2026-05-03 12:00:00,14.361567,121.041652
RDG-GPS-0109,RFID-022,GPS202,GPS,"14.442724,121.039338",2026-05-03 14:00:00,14.442724,121.039338
RDG-GPS-0110,RFID-022,GPS109,GPS,"14.559239,120.994042",2026-05-03 16:00:00,14.559239,120.994042
RDG-GPS-0111,RFID-023,GPS856,GPS,"14.684529,121.152893",2026-05-03 16:00:00,14.684529,121.152893
RDG-GPS-0112,RFID-023,GPS662,GPS,"14.576024,121.070125",2026-05-03 18:00:00,14.576024,121.070125
RDG-GPS-0113,RFID-023,GPS841,GPS,"14.605074,121.070796",2026-05-03 20:00:00,14.605074,121.070796
RDG-GPS-0114,RFID-023,GPS317,GPS,"14.551115,120.995231",2026-05-03 22:00:00,14.551115,120.995231
RDG-GPS-0115,RFID-023,GPS209,GPS,"14.581386,121.034782",2026-05-04 00:00:00,14.581386,121.034782
RDG-GPS-0116,RFID-024,GPS624,GPS,"14.70983,120.959084",2026-05-05 04:00:00,14.70983,120.959084
RDG-GPS-0117,RFID-024,GPS512,GPS,"14.59671,120.97594",2026-05-05 06:00:00,14.59671,120.97594
RDG-GPS-0118,RFID-024,GPS652,GPS,"14.551858,120.936131",2026-05-05 08:00:00,14.551858,120.936131
RDG-GPS-0119,RFID-024,GPS475,GPS,"14.491473,120.943771",2026-05-05 10:00:00,14.491473,120.943771
RDG-GPS-0120,RFID-024,GPS875,GPS,"14.489895,121.030908",2026-05-05 12:00:00,14.489895,121.030908
RDG-GPS-0121,RFID-025,GPS525,GPS,"14.500032,121.099519",2026-05-03 21:00:00,14.500032,121.099519
RDG-GPS-0122,RFID-025,GPS284,GPS,"14.504941,121.047248",2026-05-03 23:00:00,14.504941,121.047248
RDG-GPS-0123,RFID-025,GPS868,GPS,"14.518467,121.01011",2026-05-04 01:00:00,14.518467,121.01011
RDG-GPS-0124,RFID-025,GPS135,GPS,"14.511556,121.032558",2026-05-04 03:00:00,14.511556,121.032558
RDG-GPS-0125,RFID-025,GPS902,GPS,"14.610207,121.032811",2026-05-04 05:00:00,14.610207,121.032811
RDG-GPS-0126,RFID-026,GPS673,GPS,"14.690219,121.083333",2026-05-03 10:00:00,14.690219,121.083333
RDG-GPS-0127,RFID-026,GPS311,GPS,"14.691393,121.097145",2026-05-03 12:00:00,14.691393,121.097145
RDG-GPS-0128,RFID-026,GPS831,GPS,"14.568626,121.099269",2026-05-03 14:00:00,14.568626,121.099269
RDG-GPS-0129,RFID-026,GPS208,GPS,"14.568831,121.047052",2026-05-03 16:00:00,14.568831,121.047052
RDG-GPS-0130,RFID-026,GPS425,GPS,"14.414447,121.07933",2026-05-03 18:00:00,14.414447,121.07933
RDG-GPS-0131,RFID-027,GPS205,GPS,"14.480156,120.985615",2026-05-04 11:00:00,14.480156,120.985615
RDG-GPS-0132,RFID-027,GPS438,GPS,"14.520351,120.982797",2026-05-04 13:00:00,14.520351,120.982797
RDG-GPS-0133,RFID-027,GPS261,GPS,"14.580648,121.045451",2026-05-04 15:00:00,14.580648,121.045451
RDG-GPS-0134,RFID-027,GPS272,GPS,"14.675593,121.096999",2026-05-04 17:00:00,14.675593,121.096999
RDG-GPS-0135,RFID-027,GPS461,GPS,"14.758207,121.102494",2026-05-04 19:00:00,14.758207,121.102494
RDG-GPS-0136,RFID-028,GPS348,GPS,"14.378728,121.077506",2026-05-04 23:00:00,14.378728,121.077506
RDG-GPS-0137,RFID-028,GPS901,GPS,"14.431457,121.082538",2026-05-05 01:00:00,14.431457,121.082538
RDG-GPS-0138,RFID-028,GPS732,GPS,"14.542038,121.046306",2026-05-05 03:00:00,14.542038,121.046306
RDG-GPS-0139,RFID-028,GPS426,GPS,"14.557101,121.076326",2026-05-05 05:00:00,14.557101,121.076326
RDG-GPS-0140,RFID-028,GPS519,GPS,"14.683149,121.017755",2026-05-05 07:00:00,14.683149,121.017755
RDG-GPS-0141,RFID-029,GPS986,GPS,"14.673339,120.99258",2026-05-04 15:00:00,14.673339,120.99258
RDG-GPS-0142,RFID-029,GPS371,GPS,"12.703153,121.266407",2026-05-04 17:00:00,12.703153,121.266407
RDG-GPS-0143,RFID-029,GPS881,GPS,"10.763408,121.540164",2026-05-04 19:00:00,10.763408,121.540164
RDG-GPS-0144,RFID-029,GPS452,GPS,"8.886759,121.819227",2026-05-04 21:00:00,8.886759,121.819227
RDG-GPS-0145,RFID-029,GPS508,GPS,"6.89095,122.102307",2026-05-04 23:00:00,6.89095,122.102307
RDG-GPS-0146,RFID-030,GPS541,GPS,"14.381226,120.810576",2026-05-04 08:00:00,14.381226,120.810576
RDG-GPS-0147,RFID-030,GPS280,GPS,"12.626027,122.013226",2026-05-04 10:00:00,12.626027,122.013226
RDG-GPS-0148,RFID-030,GPS744,GPS,"10.776851,123.181641",2026-05-04 12:00:00,10.776851,123.181641
RDG-GPS-0149,RFID-030,GPS911,GPS,"8.872987,124.382461",2026-05-04 14:00:00,8.872987,124.382461
RDG-GPS-0150,RFID-030,GPS872,GPS,"7.054241,125.553175",2026-05-04 16:00:00,7.054241,125.553175
