reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng
RDG-GPS-0035,RFID-007,GPS613,GPS,"14.495581,120.977954",2026-05-03 22:00:00,14.495581,120.977954
RDG-GPS-0036,RFID-008,GPS597,GPS,"14.409391,121.015869",2026-05-04 18:00:00,14.409391,121.015869
RDG-GPS-0037,RFID-008,GPS840,GPS,"14.479108,120.996162",2026-05-04 20:00:00,14.479108,120.996162
RDG-GPS-0038,RFID-008,GPS501,GPS,"14.497266,121.062728",2026-05-04 22:00:00,14.497266,121.062728
RDG-GPS-0039,RFID-008,GPS586,GPS,"14.542181,121.040195",2026-05-05 00:00:00,14.542181,121.040195
RDG-GPS-0040,RFID-008,GPS838,GPS,"14.488959,121.078629",2026-05-05 02:00:00,14.488959,121.078629
RDG-GPS-0041,RFID-009,GPS943,GPS,"14.576962,120.973019",2026-05-04 01:00:00,14.576962,120.973019
RDG-GPS-0042,RFID-009,GPS309,GPS,"14.575115,120.946273",2026-05-04 03:00:00,14.575115,120.946273
RDG-GPS-0043,RFID-009,GPS757,GPS,"14.589889,121.029639",2026-05-04 05:00:00,14.589889,121.029639
RDG-GPS-0044,RFID-009,GPS410,GPS,"14.509572,121.058644",2026-05-04 07:00:00,14.509572,121.058644
RDG-GPS-0045,RFID-009,GPS973,GPS,"14.49221,121.004947",2026-05-04 09:00:00,14.49221,121.004947
RDG-GPS-0046,RFID-010,GPS121,GPS,"14.395911,121.085487",2026-05-04 17:00:00,14.395911,121.085487
RDG-GPS-0047,RFID-010,GPS864,GPS,"14.405341,121.060133",2026-05-04 19:00:00,14.405341,121.060133
RDG-GPS-0048,RFID-010,GPS309,GPS,"14.445704,121.041232",2026-05-04 21:00:00,14.445704,121.041232
RDG-GPS-0049,RFID-010,GPS696,GPS,"14.461769,121.05527",2026-05-04 23:00:00,14.461769,121.05527
RDG-GPS-0050,RFID-010,GPS284,GPS,"14.511527,121.024212",2026-05-05 01:00:00,14.511527,121.024212
RDG-GPS-0051,RFID-011,GPS728,GPS,"14.620032,120.962165",2026-05-03 07:00:00,14.620032,120.962165
RDG-GPS-0052,RFID-011,GPS262,GPS,"14.622406,120.970944",2026-05-03 09:00:00,14.622406,120.970944
RDG-GPS-0053,RFID-011,GPS125,GPS,"14.552821,120.960382",2026-05-03 11:00:00,14.552821,120.960382
RDG-GPS-0054,RFID-011,GPS799,GPS,"14.586248,121.02977",2026-05-03 13:00:00,14.586248,121.02977
RDG-GPS-0055,RFID-011,GPS796,GPS,"14.56466,121.02077",2026-05-03 15:00:00,14.56466,121.02077
RDG-GPS-0056,RFID-012,GPS428,GPS,"14.447167,121.061245",2026-05-04 21:00:00,14.447167,121.061245
RDG-GPS-0057,RFID-012,GPS433,GPS,"14.504591,121.057268",2026-05-04 23:00:00,14.504591,121.057268
RDG-GPS-0058,RFID-012,GPS425,GPS,"14.509776,121.069382",2026-05-05 01:00:00,14.509776,121.069382
RDG-GPS-0059,RFID-012,GPS179,GPS,"14.521484,121.041907",2026-05-05 03:00:00,14.521484,121.041907
RDG-GPS-0060,RFID-012,GPS527,GPS,"14.632728,121.040424",2026-05-05 05:00:00,14.632728,121.040424
RDG-GPS-0061,RFID-013,GPS149,GPS,"14.53015,121.064244",2026-05-04 04:00:00,14.53015,121.064244
RDG-GPS-0062,RFID-013,GPS566,GPS,"14.442522,121.003056",2026-05-04 06:00:00,14.442522,121.003056
RDG-GPS-0063,RFID-013,GPS135,GPS,"14.472677,121.011359",2026-05-04 08:00:00,14.472677,121.011359
RDG-GPS-0064,RFID-013,GPS445,GPS,"14.464526,121.017546",2026-05-04 10:00:00,14.464526,121.017546
RDG-GPS-0065,RFID-013,GPS565,GPS,"14.473422,121.046483",2026-05-04 12:00:00,14.473422,121.046483
RDG-GPS-0066,RFID-014,GPS614,GPS,"14.635531,120.967484",2026-05-05 01:00:00,14.635531,120.967484
RDG-GPS-0067,RFID-014,GPS247,GPS,"14.567249,121.030861",2026-05-05 03:00:00,14.567249,121.030861
RDG-GPS-0068,RFID-014,GPS679,GPS,"14.439762,121.017614",2026-05-05 05:00:00,14.439762,121.017614
RDG-GPS-0069,RFID-014,GPS658,GPS,"14.412551,121.02178",2026-05-05 07:00:00,14.412551,121.02178
RDG-GPS-0070,RFID-014,GPS785,GPS,"14.287189,120.967708",2026-05-05 09:00:00,14.287189,120.967708
RDG-GPS-0071,RFID-015,GPS832,GPS,"14.578106,120.996845",2026-05-04 00:00:00,14.578106,120.996845
RDG-GPS-0072,RFID-015,GPS591,GPS,"14.539197,120.964332",2026-05-04 02:00:00,14.539197,120.964332
RDG-GPS-0073,RFID-015,GPS624,GPS,"14.485523,121.019585",2026-05-04 04:00:00,14.485523,121.019585
RDG-GPS-0074,RFID-015,GPS561,GPS,"14.438709,120.987879",2026-05-04 06:00:00,14.438709,120.987879
RDG-GPS-0075,RFID-015,GPS591,GPS,"14.391337,121.058987",2026-05-04 08:00:00,14.391337,121.058987
RDG-GPS-0076,RFID-016,GPS531,GPS,"14.424909,120.985332",2026-05-04 19:00:00,14.424909,120.985332
RDG-GPS-0077,RFID-016,GPS924,GPS,"14.457233,121.061346",2026-05-04 21:00:00,14.457233,121.061346
RDG-GPS-0078,RFID-016,GPS416,GPS,"14.453136,121.009184",2026-05-04 23:00:00,14.453136,121.009184
RDG-GPS-0079,RFID-016,GPS366,GPS,"14.427764,120.997492",2026-05-05 01:00:00,14.427764,120.997492
RDG-GPS-0080,RFID-016,GPS639,GPS,"14.447086,121.022225",2026-05-05 03:00:00,14.447086,121.022225
RDG-GPS-0081,RFID-017,GPS711,GPS,"14.552779,121.028871",2026-05-03 22:00:00,14.552779,121.028871
RDG-GPS-0082,RFID-017,GPS571,GPS,"14.568564,121.066331",2026-05-04 00:00:00,14.568564,121.066331
RDG-GPS-0083,RFID-017,GPS372,GPS,"14.536609,121.068116",2026-05-04 02:00:00,14.536609,121.068116
RDG-GPS-0084,RFID-017,GPS167,GPS,"14.487676,121.096142",2026-05-04 04:00:00,14.487676,121.096142
RDG-GPS-0085,RFID-017,GPS557,GPS,"14.521444,121.037259",2026-05-04 06:00:00,14.521444,121.037259
RDG-GPS-0086,RFID-018,GPS382,GPS,"14.636106,120.962051",2026-05-03 17:00:00,14.636106,120.962051
RDG-GPS-0087,RFID-018,GPS875,GPS,"14.556974,121.015227",2026-05-03 19:00:00,14.556974,121.015227
RDG-GPS-0088,RFID-018,GPS980,GPS,"14.552817,120.974593",2026-05-03 21:00:00,14.552817,120.974593
RDG-GPS-0089,RFID-018,GPS931,GPS,"14.532555,121.025508",2026-05-03 23:00:00,14.532555,121.025508
RDG-GPS-0090,RFID-018,GPS673,GPS,"14.526185,121.065901",2026-05-04 01:00:00,14.526185,121.065901
RDG-GPS-0091,RFID-019,GPS988,GPS,"14.441767,120.950812",2026-05-04 11:00:00,14.441767,120.950812
RDG-GPS-0092,RFID-019,GPS508,GPS,"14.503783,121.048902",2026-05-04 13:00:00,14.503783,121.048902
RDG-GPS-0093,RFID-019,GPS438,GPS,"14.579812,121.044704",2026-05-04 15:00:00,14.579812,121.044704
RDG-GPS-0094,RFID-019,GPS627,GPS,"14.639182,121.05154",2026-05-04 17:00:00,14.639182,121.05154
RDG-GPS-0095,RFID-019,GPS993,GPS,"14.698072,121.077313",2026-05-04 19:00:00,14.698072,121.077313
RDG-GPS-0096,RFID-020,GPS291,GPS,"14.601956,120.989036",2026-05-03 07:00:00,14.601956,120.989036
RDG-GPS-0097,RFID-020,GPS920,GPS,"14.595757,120.981906",2026-05-03 09:00:00,14.595757,120.981906
RDG-GPS-0098,RFID-020,GPS343,GPS,"14.544307,120.958798",2026-05-03 11:00:00,14.544307,120.958798
RDG-GPS-0099,RFID-020,GPS858,GPS,"14.550873,120.954035",2026-05-03 13:00:00,14.550873,120.954035
RDG-GPS-0100,RFID-020,GPS852,GPS,"14.547396,120.958379",2026-05-03 15:00:00,14.547396,120.958379
RDG-GPS-0101,RFID-021,GPS477,GPS,"14.349834,121.01999",2026-05-04 11:00:00,14.349834,121.01999
RDG-GPS-0102,RFID-021,GPS667,GPS,"14.287202,120.966907",2026-05-04 13:00:00,14.287202,120.966907
RDG-GPS-0103,RFID-021,GPS185,GPS,"14.322023,121.039818",2026-05-04 15:00:00,14.322023,121.039818
RDG-GPS-0104,RFID-021,GPS504,GPS,"14.344162,120.986442",2026-05-04 17:00:00,14.344162,120.986442
RDG-GPS-0105,RFID-021,GPS121,GPS,"14.3631,121.061222",2026-05-04 19:00:00,14.3631,121.061222
RDG-GPS-0106,RFID-022,GPS414,GPS,"14.373273,120.989515",2026-05-04 17:00:00,14.373273,120.989515
RDG-GPS-0107,RFID-022,GPS329,GPS,"14.486778,121.041997",2026-05-04 19:00:00,14.486778,121.041997
RDG-GPS-0108,RFID-022,GPS398,GPS,"14.489902,121.002056",2026-05-04 21:00:00,14.489902,121.002056
RDG-GPS-0109,RFID-022,GPS325,GPS,"14.605181,121.007187",2026-05-04 23:00:00,14.605181,121.007187
RDG-GPS-0110,RFID-022,GPS107,GPS,"14.631555,121.015879",2026-05-05 01:00:00,14.631555,121.015879
RDG-GPS-0111,RFID-023,GPS341,GPS,"14.609947,121.024951",2026-05-04 16:00:00,14.609947,121.024951
RDG-GPS-0112,RFID-023,GPS759,GPS,"15.472915,121.174542",2026-05-04 18:00:00,15.472915,121.174542
RDG-GPS-0113,RFID-023,GPS414,GPS,"16.286257,121.461123",2026-05-04 20:00:00,16.286257,121.461123
RDG-GPS-0114,RFID-023,GPS136,GPS,"17.135915,121.655715",2026-05-04 22:00:00,17.135915,121.655715
RDG-GPS-0115,RFID-023,GPS765,GPS,"17.962386,121.82628",2026-05-05 00:00:00,17.962386,121.82628
RDG-GPS-0116,RFID-024,GPS510,GPS,"14.473785,121.039301",2026-05-04 02:00:00,14.473785,121.039301
RDG-GPS-0117,RFID-024,GPS734,GPS,"14.551002,121.030139",2026-05-04 04:00:00,14.551002,121.030139
RDG-GPS-0118,RFID-024,GPS573,GPS,"14.516303,120.994114",2026-05-04 06:00:00,14.516303,120.994114
RDG-GPS-0119,RFID-024,GPS184,GPS,"14.539368,120.993507",2026-05-04 08:00:00,14.539368,120.993507
RDG-GPS-0120,RFID-024,GPS550,GPS,"14.632337,121.051029",2026-05-04 10:00:00,14.632337,121.051029
RDG-GPS-0121,RFID-025,GPS224,GPS,"14.628515,121.104954",2026-05-04 17:00:00,14.628515,121.104954
RDG-GPS-0122,RFID-025,GPS540,GPS,"14.623421,121.007883",2026-05-04 19:00:00,14.623421,121.007883
RDG-GPS-0123,RFID-025,GPS363,GPS,"14.526716,120.998156",2026-05-04 21:00:00,14.526716,120.998156
RDG-GPS-0124,RFID-025,GPS609,GPS,"14.451242,120.944332",2026-05-04 23:00:00,14.451242,120.944332
RDG-GPS-0125,RFID-025,GPS912,GPS,"14.463157,120.858405",2026-05-05 01:00:00,14.463157,120.858405
RDG-GPS-0126,RFID-026,GPS585,GPS,"14.52798,121.033333",2026-05-04 06:00:00,14.52798,121.033333
RDG-GPS-0127,RFID-026,GPS138,GPS,"14.570612,121.020427",2026-05-04 08:00:00,14.570612,121.020427
RDG-GPS-0128,RFID-026,GPS927,GPS,"14.568176,121.016085",2026-05-04 10:00:00,14.568176,121.016085
RDG-GPS-0129,RFID-026,GPS957,GPS,"14.688782,121.108503",2026-05-04 12:00:00,14.688782,121.108503
RDG-GPS-0130,RFID-026,GPS535,GPS,"14.731907,121.145818",2026-05-04 14:00:00,14.731907,121.145818
RDG-GPS-0131,RFID-027,GPS331,GPS,"14.455864,120.954294",2026-05-05 01:00:00,14.455864,120.954294
RDG-GPS-0132,RFID-027,GPS938,GPS,"14.503452,121.018218",2026-05-05 03:00:00,14.503452,121.018218
RDG-GPS-0133,RFID-027,GPS125,GPS,"14.555162,120.983774",2026-05-05 05:00:00,14.555162,120.983774
RDG-GPS-0134,RFID-027,GPS646,GPS,"14.590212,121.01302",2026-05-05 07:00:00,14.590212,121.01302
RDG-GPS-0135,RFID-027,GPS609,GPS,"14.61177,121.037556",2026-05-05 09:00:00,14.61177,121.037556
RDG-GPS-0136,RFID-028,GPS356,GPS,"14.374937,121.038127",2026-05-03 09:00:00,14.374937,121.038127
RDG-GPS-0137,RFID-028,GPS501,GPS,"14.474628,121.042294",2026-05-03 11:00:00,14.474628,121.042294
RDG-GPS-0138,RFID-028,GPS805,GPS,"14.521048,121.099622",2026-05-03 13:00:00,14.521048,121.099622
RDG-GPS-0139,RFID-028,GPS653,GPS,"14.564057,121.056001",2026-05-03 15:00:00,14.564057,121.056001
RDG-GPS-0140,RFID-028,GPS819,GPS,"14.64609,121.082004",2026-05-03 17:00:00,14.64609,121.082004
RDG-GPS-0141,RFID-029,GPS686,GPS,"14.526029,120.989625",2026-05-04 03:00:00,14.526029,120.989625
RDG-GPS-0142,RFID-029,GPS847,GPS,"14.51133,120.97706",2026-05-04 05:00:00,14.51133,120.97706
RDG-GPS-0143,RFID-029,GPS753,GPS,"14.562831,121.023869",2026-05-04 07:00:00,14.562831,121.023869
RDG-GPS-0144,RFID-029,GPS281,GPS,"14.5817,120.992071",2026-05-04 09:00:00,14.5817,120.992071
RDG-GPS-0145,RFID-029,GPS107,GPS,"14.576986,121.021143",2026-05-04 11:00:00,14.576986,121.021143
RDG-GPS-0146,RFID-030,GPS198,GPS,"14.680672,120.995365",2026-05-04 09:00:00,14.680672,120.995365
RDG-GPS-0147,RFID-030,GPS328,GPS,"14.626945,121.02623",2026-05-04 11:00:00,14.626945,121.02623
RDG-GPS-0148,RFID-030,GPS299,GPS,"14.690157,121.017505",2026-05-04 13:00:00,14.690157,121.017505
RDG-GPS-0149,RFID-030,GPS740,GPS,"14.685763,121.052897",2026-05-04 15:00:00,14.685763,121.052897
RDG-GPS-0150,RFID-030,GPS903,GPS,"14.650605,120.98574",2026-05-04 17:00:00,14.650605,120.98574
