reading_id,rfid_tag,device_id,data_type,data_value,timestamp
RDG-TMP-0059,RFID-013,TMP665,Temperature,-28.2,2026-05-06 09:00:00
RDG-TMP-0060,RFID-013,TMP577,Temperature,-29.4,2026-05-06 11:00:00
RDG-TMP-0061,RFID-013,TMP367,Temperature,-29.3,2026-05-06 13:00:00
RDG-TMP-0062,RFID-013,TMP577,Temperature,-28.2,2026-05-06 15:00:00
RDG-TMP-0063,RFID-013,TMP580,Temperature,-25.1,2026-05-06 17:00:00
RDG-TMP-0064,RFID-013,TMP308,Temperature,-29.4,2026-05-06 19:00:00
RDG-TMP-0065,RFID-014,TMP676,Temperature,4.5,2026-05-04 22:00:00
RDG-TMP-0066,RFID-014,TMP116,Temperature,6.4,2026-05-05 00:00:00
RDG-TMP-0067,RFID-014,TMP693,Temperature,7.6,2026-05-05 02:00:00
RDG-TMP-0068,RFID-014,TMP300,Temperature,3.8,2026-05-05 04:00:00
RDG-TMP-0069,RFID-014,TMP953,Temperature,4.3,2026-05-05 06:00:00
RDG-TMP-0070,RFID-014,TMP801,Temperature,5.3,2026-05-05 08:00:00
RDG-TMP-0071,RFID-014,TMP600,Temperature,6.6,2026-05-05 10:00:00
RDG-TMP-0072,RFID-014,TMP602,Temperature,5.9,2026-05-05 12:00:00
RDG-TMP-0073,RFID-018,TMP460,Temperature,-17.1,2026-05-05 21:00:00
RDG-TMP-0074,RFID-018,TMP600,Temperature,-13.8,2026-05-05 23:00:00
RDG-TMP-0075,RFID-018,TMP757,Temperature,-13.3,2026-05-06 01:00:00
RDG-TMP-0076,RFID-018,TMP959,Temperature,-17.9,2026-05-06 03:00:00
RDG-TMP-0077,RFID-018,TMP784,Temperature,-16.2,2026-05-06 05:00:00
RDG-TMP-0078,RFID-018,TMP240,Temperature,-16.0,2026-05-06 07:00:00
RDG-TMP-0079,RFID-018,TMP824,Temperature,-19.1,2026-05-06 09:00:00
RDG-TMP-0080,RFID-018,TMP566,Temperature,-15.3,2026-05-06 11:00:00
RDG-TMP-0081,RFID-021,TMP782,Temperature,3.2,2026-05-05 01:00:00
RDG-TMP-0082,RFID-021,TMP775,Temperature,3.8,2026-05-05 03:00:00
RDG-TMP-0083,RFID-021,TMP664,Temperature,2.0,2026-05-05 05:00:00
RDG-TMP-0084,RFID-021,TMP839,Temperature,2.0,2026-05-05 07:00:00
RDG-TMP-0085,RFID-021,TMP117,Temperature,4.0,2026-05-05 09:00:00
RDG-TMP-0086,RFID-021,TMP540,Temperature,3.4,2026-05-05 11:00:00
RDG-TMP-0087,RFID-021,TMP209,Temperature,3.8,2026-05-05 13:00:00
RDG-TMP-0088,RFID-021,TMP346,Temperature,3.0,2026-05-05 15:00:00
RDG-TMP-0089,RFID-023,TMP934,Temperature,9.6,2026-05-04 20:00:00
RDG-TMP-0090,RFID-023,TMP180,Temperature,6.8,2026-05-04 22:00:00
RDG-TMP-0091,RFID-023,TMP678,Temperature,4.4,2026-05-05 00:00:00
RDG-TMP-0092,RFID-023,TMP407,Temperature,6.2,2026-05-05 02:00:00
RDG-TMP-0093,RFID-023,TMP769,Temperature,7.1,2026-05-05 04:00:00
RDG-TMP-0094,RFID-023,TMP132,Temperature,5.9,2026-05-05 06:00:00
RDG-TMP-0095,RFID-023,TMP665,Temperature,9.1,2026-05-05 08:00:00
RDG-TMP-0096,RFID-023,TMP819,Temperature,5.8,2026-05-05 10:00:00
RDG-TMP-0097,RFID-025,TMP544,Temperature,9.5,2026-05-05 20:00:00
RDG-TMP-0098,RFID-025,TMP978,Temperature,4.0,2026-05-05 22:00:00
RDG-TMP-0099,RFID-025,TMP143,Temperature,7.4,2026-05-06 00:00:00
RDG-TMP-0100,RFID-025,TMP808,Temperature,7.4,2026-05-06 02:00:00
RDG-TMP-0101,RFID-025,TMP147,Temperature,4.9,2026-05-06 04:00:00
RDG-TMP-0102,RFID-025,TMP387,Temperature,6.1,2026-05-06 06:00:00
RDG-TMP-0103,RFID-025,TMP133,Temperature,5.4,2026-05-06 08:00:00
RDG-TMP-0104,RFID-025,TMP116,Temperature,10.6,2026-05-06 10:00:00
RDG-TMP-0105,RFID-026,TMP870,Temperature,-17.7,2026-05-03 16:00:00
RDG-TMP-0106,RFID-026,TMP178,Temperature,-16.7,2026-05-03 18:00:00
RDG-TMP-0107,RFID-026,TMP680,Temperature,-17.7,2026-05-03 20:00:00
RDG-TMP-0108,RFID-026,TMP653,Temperature,-18.4,2026-05-03 22:00:00
RDG-TMP-0109,RFID-026,TMP243,Temperature,-17.0,2026-05-04 00:00:00
RDG-TMP-0110,RFID-026,TMP180,Temperature,-17.2,2026-05-04 02:00:00
RDG-TMP-0111,RFID-026,TMP154,Temperature,-16.1,2026-05-04 04:00:00
RDG-TMP-0112,RFID-026,TMP177,Temperature,-15.3,2026-05-04 06:00:00
RDG-TMP-0113,RFID-028,TMP709,Temperature,6.6,2026-05-05 12:00:00
RDG-TMP-0114,RFID-028,TMP130,Temperature,6.6,2026-05-05 14:00:00
RDG-TMP-0115,RFID-028,TMP561,Temperature,6.7,2026-05-05 16:00:00
RDG-TMP-0116,RFID-028,TMP484,Temperature,4.1,2026-05-05 18:00:00
RDG-TMP-0117,RFID-028,TMP776,Temperature,6.1,2026-05-05 20:00:00
RDG-TMP-0118,RFID-028,TMP402,Temperature,6.6,2026-05-05 22:00:00
RDG-TMP-0119,RFID-028,TMP184,Temperature,6.3,2026-05-06 00:00:00
RDG-TMP-0120,RFID-028,TMP902,Temperature,4.3,2026-05-06 02:00:00
RDG-TMP-0121,RFID-030,TMP424,Temperature,6.4,2026-05-03 14:00:00
RDG-TMP-0122,RFID-030,TMP415,Temperature,2.5,2026-05-03 16:00:00
RDG-TMP-0123,RFID-030,TMP204,Temperature,6.6,2026-05-03 18:00:00
RDG-TMP-0124,RFID-030,TMP559,Temperature,8.6,2026-05-03 20:00:00
RDG-TMP-0125,RFID-030,TMP205,Temperature,5.1,2026-05-03 22:00:00
RDG-TMP-0126,RFID-030,TMP195,Temperature,9.1,2026-05-04 00:00:00
RDG-TMP-0127,RFID-030,TMP984,Temperature,6.7,2026-05-04 02:00:00
RDG-TMP-0128,RFID-030,TMP497,Temperature,3.8,2026-05-04 04:00:00
RDG-TMP-0129,RFID-031,TMP672,Temperature,-17.1,2026-05-03 13:00:00
RDG-TMP-0130,RFID-031,TMP685,Temperature,-16.1,2026-05-03 15:00:00
RDG-TMP-0131,RFID-031,TMP273,Temperature,-17.3,2026-05-03 17:00:00
RDG-TMP-0132,RFID-031,TMP604,Temperature,-15.1,2026-05-03 19:00:00
RDG-TMP-0133,RFID-031,TMP382,Temperature,-15.5,2026-05-03 21:00:00
RDG-TMP-0134,RFID-031,TMP178,Temperature,-18.1,2026-05-03 23:00:00
RDG-TMP-0135,RFID-031,TMP838,Temperature,-16.2,2026-05-04 01:00:00
RDG-TMP-0136,RFID-031,TMP300,Temperature,-17.6,2026-05-04 03:00:00
RDG-TMP-0137,RFID-034,TMP106,Temperature,-19.5,2026-05-03 12:00:00
RDG-TMP-0138,RFID-034,TMP735,Temperature,-18.7,2026-05-03 14:00:00
RDG-TMP-0139,RFID-034,TMP550,Temperature,-16.6,2026-05-03 16:00:00
RDG-TMP-0140,RFID-034,TMP980,Temperature,-16.7,2026-05-03 18:00:00
RDG-TMP-0141,RFID-034,TMP407,Temperature,-17.6,2026-05-03 20:00:00
RDG-TMP-0142,RFID-034,TMP305,Temperature,-16.2,2026-05-03 22:00:00
RDG-TMP-0143,RFID-034,TMP507,Temperature,-19.3,2026-05-04 00:00:00
RDG-TMP-0144,RFID-034,TMP811,Temperature,-18.8,2026-05-04 02:00:00
RDG-TMP-0145,RFID-035,TMP900,Temperature,7.8,2026-05-05 01:00:00
RDG-TMP-0146,RFID-035,TMP936,Temperature,4.3,2026-05-05 03:00:00
RDG-TMP-0147,RFID-035,TMP677,Temperature,4.2,2026-05-05 05:00:00
RDG-TMP-0148,RFID-035,TMP284,Temperature,11.0,2026-05-05 07:00:00
RDG-TMP-0149,RFID-035,TMP844,Temperature,5.3,2026-05-05 09:00:00
RDG-TMP-0150,RFID-035,TMP548,Temperature,6.3,2026-05-05 11:00:00
RDG-TMP-0151,RFID-035,TMP170,Temperature,7.0,2026-05-05 13:00:00
RDG-TMP-0152,RFID-035,TMP518,Temperature,6.8,2026-05-05 15:00:00
RDG-TMP-0153,RFID-036,TMP410,Temperature,12.3,2026-05-05 15:00:00
RDG-TMP-0154,RFID-036,TMP832,Temperature,13.3,2026-05-05 17:00:00
RDG-TMP-0155,RFID-036,TMP559,Temperature,12.8,2026-05-05 19:00:00
RDG-TMP-0156,RFID-036,TMP510,Temperature,13.0,2026-05-05 21:00:00
RDG-TMP-0157,RFID-036,TMP990,Temperature,13.8,2026-05-05 23:00:00
RDG-TMP-0158,RFID-036,TMP909,Temperature,13.1,2026-05-06 01:00:00
RDG-TMP-0159,RFID-036,TMP931,Temperature,13.4,2026-05-06 03:00:00
RDG-TMP-0160,RFID-036,TMP187,Temperature,13.3,2026-05-06 05:00:00
RDG-TMP-0161,RFID-038,TMP780,Temperature,4.7,2026-05-06 03:00:00
RDG-TMP-0162,RFID-038,TMP145,Temperature,3.3,2026-05-06 05:00:00
RDG-TMP-0163,RFID-038,TMP762,Temperature,3.3,2026-05-06 07:00:00
RDG-TMP-0164,RFID-038,TMP915,Temperature,3.5,2026-05-06 09:00:00
RDG-TMP-0165,RFID-038,TMP364,Temperature,2.0,2026-05-06 11:00:00
RDG-TMP-0166,RFID-038,TMP671,Temperature,3.5,2026-05-06 13:00:00
RDG-TMP-0167,RFID-038,TMP556,Temperature,3.2,2026-05-06 15:00:00
RDG-TMP-0168,RFID-038,TMP795,Temperature,2.9,2026-05-06 17:00:00
RDG-TMP-0169,RFID-039,TMP453,Temperature,-29.0,2026-05-04 09:00:00
RDG-TMP-0170,RFID-039,TMP402,Temperature,-29.0,2026-05-04 11:00:00
RDG-TMP-0171,RFID-039,TMP218,Temperature,-28.1,2026-05-04 13:00:00
RDG-TMP-0172,RFID-039,TMP456,Temperature,-28.5,2026-05-04 15:00:00
RDG-TMP-0173,RFID-039,TMP311,Temperature,-29.1,2026-05-04 17:00:00
RDG-TMP-0174,RFID-039,TMP199,Temperature,-29.3,2026-05-04 19:00:00
RDG-TMP-0175,RFID-039,TMP426,Temperature,-28.6,2026-05-04 21:00:00
RDG-TMP-0176,RFID-039,TMP827,Temperature,-27.9,2026-05-04 23:00:00
RDG-TMP-0177,RFID-041,TMP763,Temperature,6.5,2026-05-06 05:00:00
RDG-TMP-0178,RFID-041,TMP858,Temperature,6.4,2026-05-06 07:00:00
RDG-TMP-0179,RFID-041,TMP263,Temperature,2.3,2026-05-06 09:00:00
RDG-TMP-0180,RFID-041,TMP573,Temperature,2.9,2026-05-06 11:00:00
RDG-TMP-0181,RFID-041,TMP288,Temperature,2.8,2026-05-06 13:00:00
RDG-TMP-0182,RFID-041,TMP505,Temperature,6.0,2026-05-06 15:00:00
RDG-TMP-0183,RFID-041,TMP302,Temperature,5.8,2026-05-06 17:00:00
RDG-TMP-0184,RFID-041,TMP104,Temperature,2.9,2026-05-06 19:00:00
RDG-TMP-0185,RFID-042,TMP870,Temperature,-29.6,2026-05-03 13:00:00
RDG-TMP-0186,RFID-042,TMP691,Temperature,-28.4,2026-05-03 15:00:00
RDG-TMP-0187,RFID-042,TMP291,Temperature,-25.4,2026-05-03 17:00:00
RDG-TMP-0188,RFID-042,TMP216,Temperature,-29.6,2026-05-03 19:00:00
RDG-TMP-0189,RFID-042,TMP640,Temperature,-28.3,2026-05-03 21:00:00
RDG-TMP-0190,RFID-042,TMP497,Temperature,-29.4,2026-05-03 23:00:00
RDG-TMP-0191,RFID-042,TMP456,Temperature,-28.8,2026-05-04 01:00:00
RDG-TMP-0192,RFID-042,TMP276,Temperature,-29.1,2026-05-04 03:00:00
RDG-TMP-0193,RFID-044,TMP404,Temperature,6.2,2026-05-03 16:00:00
RDG-TMP-0194,RFID-044,TMP788,Temperature,5.5,2026-05-03 18:00:00
RDG-TMP-0195,RFID-044,TMP412,Temperature,8.4,2026-05-03 20:00:00
RDG-TMP-0196,RFID-044,TMP244,Temperature,9.1,2026-05-03 22:00:00
RDG-TMP-0197,RFID-044,TMP241,Temperature,4.5,2026-05-04 00:00:00
RDG-TMP-0198,RFID-044,TMP598,Temperature,4.5,2026-05-04 02:00:00
RDG-TMP-0199,RFID-044,TMP760,Temperature,6.2,2026-05-04 04:00:00
RDG-TMP-0200,RFID-044,TMP270,Temperature,3.0,2026-05-04 06:00:00
RDG-TMP-0201,RFID-045,TMP422,Temperature,-19.4,2026-05-04 13:00:00
RDG-TMP-0202,RFID-045,TMP986,Temperature,-17.5,2026-05-04 15:00:00
RDG-TMP-0203,RFID-045,TMP239,Temperature,-20.0,2026-05-04 17:00:00
RDG-TMP-0204,RFID-045,TMP675,Temperature,-14.8,2026-05-04 19:00:00
RDG-TMP-0205,RFID-045,TMP801,Temperature,-18.0,2026-05-04 21:00:00
RDG-TMP-0206,RFID-045,TMP554,Temperature,-17.2,2026-05-04 23:00:00
RDG-TMP-0207,RFID-045,TMP131,Temperature,-19.7,2026-05-05 01:00:00
RDG-TMP-0208,RFID-045,TMP133,Temperature,-19.1,2026-05-05 03:00:00
RDG-TMP-0209,RFID-046,TMP272,Temperature,13.1,2026-05-06 06:00:00
RDG-TMP-0210,RFID-046,TMP891,Temperature,13.1,2026-05-06 08:00:00
RDG-TMP-0211,RFID-046,TMP215,Temperature,13.1,2026-05-06 10:00:00
RDG-TMP-0212,RFID-046,TMP656,Temperature,12.5,2026-05-06 12:00:00
RDG-TMP-0213,RFID-046,TMP942,Temperature,12.7,2026-05-06 14:00:00
RDG-TMP-0214,RFID-046,TMP551,Temperature,13.5,2026-05-06 16:00:00
RDG-TMP-0215,RFID-046,TMP204,Temperature,14.0,2026-05-06 18:00:00
RDG-TMP-0216,RFID-046,TMP353,Temperature,13.3,2026-05-06 20:00:00
RDG-TMP-0217,RFID-047,TMP560,Temperature,4.0,2026-05-04 22:00:00
RDG-TMP-0218,RFID-047,TMP189,Temperature,3.7,2026-05-05 00:00:00
RDG-TMP-0219,RFID-047,TMP894,Temperature,4.0,2026-05-05 02:00:00
RDG-TMP-0220,RFID-047,TMP855,Temperature,2.4,2026-05-05 04:00:00
RDG-TMP-0221,RFID-047,TMP827,Temperature,2.7,2026-05-05 06:00:00
RDG-TMP-0222,RFID-047,TMP730,Temperature,2.9,2026-05-05 08:00:00
RDG-TMP-0223,RFID-047,TMP311,Temperature,4.6,2026-05-05 10:00:00
RDG-TMP-0224,RFID-047,TMP645,Temperature,3.1,2026-05-05 12:00:00
RDG-TMP-0225,RFID-048,TMP431,Temperature,-17.8,2026-05-05 16:00:00
RDG-TMP-0226,RFID-048,TMP686,Temperature,-18.8,2026-05-05 18:00:00
RDG-TMP-0227,RFID-048,TMP795,Temperature,-16.6,2026-05-05 20:00:00
RDG-TMP-0228,RFID-048,TMP868,Temperature,-19.5,2026-05-05 22:00:00
RDG-TMP-0229,RFID-048,TMP383,Temperature,-16.3,2026-05-06 00:00:00
RDG-TMP-0230,RFID-048,TMP986,Temperature,-19.5,2026-05-06 02:00:00
RDG-TMP-0231,RFID-048,TMP429,Temperature,-15.6,2026-05-06 04:00:00
RDG-TMP-0232,RFID-048,TMP792,Temperature,-17.0,2026-05-06 06:00:00
RDG-TMP-0233,RFID-049,TMP747,Temperature,12.3,2026-05-06 06:00:00
RDG-TMP-0234,RFID-049,TMP562,Temperature,12.8,2026-05-06 08:00:00
RDG-TMP-0235,RFID-049,TMP887,Temperature,16.4,2026-05-06 10:00:00
RDG-TMP-0236,RFID-049,TMP384,Temperature,15.5,2026-05-06 12:00:00
RDG-TMP-0237,RFID-049,TMP565,Temperature,13.8,2026-05-06 14:00:00
RDG-TMP-0238,RFID-049,TMP102,Temperature,12.7,2026-05-06 16:00:00
RDG-TMP-0239,RFID-049,TMP195,Temperature,13.7,2026-05-06 18:00:00
RDG-TMP-0240,RFID-049,TMP780,Temperature,12.9,2026-05-06 20:00:00
