reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng,temperature_c
RDG-GPS-0234,RFID-030,GPS432,GPS,"14.579747,120.959066",2026-05-03 16:00:00,14.579747,120.959066,
RDG-RFD-0129,RFID-030,RFD233,RFID,VERIFIED,2026-05-03 16:00:00,,,
RDG-TMP-0139,RFID-034,TMP550,Temperature,-16.6,2026-05-03 16:00:00,,,-16.6
RDG-RFD-0002,RFID-001,RFD825,RFID,FLAGGED,2026-05-03 16:00:00,,,
RDG-GPS-0201,RFID-026,GPS257,GPS,"14.647806,121.016971",2026-05-03 16:00:00,14.647806,121.016971,
RDG-GPS-0066,RFID-009,GPS224,GPS,"14.484798,121.041561",2026-05-03 16:00:00,14.484798,121.041561,
RDG-TMP-0122,RFID-030,TMP415,Temperature,2.5,2026-05-03 16:00:00,,,2.5
RDG-GPS-0339,RFID-043,GPS679,GPS,"12.184896,122.351272",2026-05-03 16:00:00,12.184896,122.351272,
RDG-GPS-0345,RFID-044,GPS261,GPS,"7.028496,125.555261",2026-05-03 16:00:00,7.028496,125.555261,
RDG-RFD-0084,RFID-020,RFD507,RFID,VERIFIED,2026-05-03 16:00:00,,,
RDG-RFD-0109,RFID-026,RFD630,RFID,VERIFIED,2026-05-03 16:00:00,,,
RDG-TMP-0193,RFID-044,TMP404,Temperature,6.2,2026-05-03 16:00:00,,,6.2
RDG-TMP-0105,RFID-026,TMP870,Temperature,-17.7,2026-05-03 16:00:00,,,-17.7
RDG-RFD-0189,RFID-042,RFD583,RFID,VERIFIED,2026-05-03 16:00:00,,,
RDG-RFD-0166,RFID-037,RFD421,RFID,FLAGGED,2026-05-03 16:00:00,,,
RDG-GPS-0267,RFID-034,GPS506,GPS,"14.607404,121.026883",2026-05-03 16:00:00,14.607404,121.026883,
RDG-GPS-0243,RFID-031,GPS453,GPS,"14.616769,121.006659",2026-05-03 17:00:00,14.616769,121.006659,
RDG-GPS-0005,RFID-001,GPS259,GPS,"14.626771,121.074513",2026-05-03 17:00:00,14.626771,121.074513,
RDG-TMP-0036,RFID-007,TMP776,Temperature,-16.5,2026-05-03 17:00:00,,,-16.5
RDG-GPS-0290,RFID-037,GPS757,GPS,"14.603843,121.024748",2026-05-03 17:00:00,14.603843,121.024748,
RDG-TMP-0005,RFID-001,TMP235,Temperature,2.3,2026-05-03 17:00:00,,,2.3
RDG-TMP-0187,RFID-042,TMP291,Temperature,-25.4,2026-05-03 17:00:00,,,-25.4
RDG-RFD-0003,RFID-001,RFD485,RFID,VERIFIED,2026-05-03 17:00:00,,,
RDG-GPS-0158,RFID-020,GPS980,GPS,"14.516194,121.005058",2026-05-03 17:00:00,14.516194,121.005058,
RDG-RFD-0190,RFID-042,RFD240,RFID,VERIFIED,2026-05-03 17:00:00,,,
RDG-GPS-0052,RFID-007,GPS791,GPS,"14.616511,120.964036",2026-05-03 17:00:00,14.616511,120.964036,
RDG-GPS-0331,RFID-042,GPS965,GPS,"14.605782,120.919179",2026-05-03 17:00:00,14.605782,120.919179,
RDG-TMP-0131,RFID-031,TMP273,Temperature,-17.3,2026-05-03 17:00:00,,,-17.3
RDG-GPS-0268,RFID-034,GPS474,GPS,"14.631384,121.036273",2026-05-03 18:00:00,14.631384,121.036273,
RDG-RFD-0193,RFID-043,RFD761,RFID,VERIFIED,2026-05-03 18:00:00,,,
RDG-TMP-0140,RFID-034,TMP980,Temperature,-16.7,2026-05-03 18:00:00,,,-16.7
RDG-RFD-0028,RFID-007,RFD127,RFID,VERIFIED,2026-05-03 18:00:00,,,
RDG-TMP-0123,RFID-030,TMP204,Temperature,6.6,2026-05-03 18:00:00,,,6.6
RDG-GPS-0340,RFID-043,GPS858,GPS,"11.217163,122.928387",2026-05-03 18:00:00,11.217163,122.928387,
RDG-RFD-0151,RFID-034,RFD303,RFID,VERIFIED,2026-05-03 18:00:00,,,
RDG-TMP-0106,RFID-026,TMP178,Temperature,-16.7,2026-05-03 18:00:00,,,-16.7
RDG-GPS-0346,RFID-044,GPS183,GPS,"8.149715,124.897776",2026-05-03 18:00:00,8.149715,124.897776,
RDG-TMP-0043,RFID-009,TMP872,Temperature,15.1,2026-05-03 18:00:00,,,15.1
RDG-GPS-0067,RFID-009,GPS783,GPS,"14.50376,121.04977",2026-05-03 18:00:00,14.50376,121.04977,
RDG-TMP-0194,RFID-044,TMP788,Temperature,5.5,2026-05-03 18:00:00,,,5.5
RDG-GPS-0235,RFID-030,GPS483,GPS,"14.626114,120.98948",2026-05-03 18:00:00,14.626114,120.98948,
RDG-GPS-0073,RFID-010,GPS383,GPS,"14.687378,121.067086",2026-05-03 18:00:00,14.687378,121.067086,
RDG-GPS-0202,RFID-026,GPS621,GPS,"14.594609,121.033132",2026-05-03 18:00:00,14.594609,121.033132,
RDG-TMP-0132,RFID-031,TMP604,Temperature,-15.1,2026-05-03 19:00:00,,,-15.1
RDG-RFD-0037,RFID-009,RFD844,RFID,VERIFIED,2026-05-03 19:00:00,,,
RDG-GPS-0332,RFID-042,GPS385,GPS,"14.622312,120.928174",2026-05-03 19:00:00,14.622312,120.928174,
RDG-GPS-0244,RFID-031,GPS534,GPS,"14.700222,121.013644",2026-05-03 19:00:00,14.700222,121.013644,
RDG-TMP-0037,RFID-007,TMP381,Temperature,-18.3,2026-05-03 19:00:00,,,-18.3
RDG-RFD-0198,RFID-044,RFD290,RFID,VERIFIED,2026-05-03 19:00:00,,,
RDG-TMP-0188,RFID-042,TMP216,Temperature,-29.6,2026-05-03 19:00:00,,,-29.6
RDG-RFD-0135,RFID-031,RFD838,RFID,VERIFIED,2026-05-03 19:00:00,,,
RDG-GPS-0053,RFID-007,GPS915,GPS,"14.597084,120.970461",2026-05-03 19:00:00,14.597084,120.970461,
RDG-GPS-0006,RFID-001,GPS834,GPS,"14.555935,121.069497",2026-05-03 19:00:00,14.555935,121.069497,
RDG-TMP-0006,RFID-001,TMP159,Temperature,4.7,2026-05-03 19:00:00,,,4.7
RDG-GPS-0291,RFID-037,GPS151,GPS,"14.627592,121.061852",2026-05-03 19:00:00,14.627592,121.061852,
RDG-GPS-0159,RFID-020,GPS682,GPS,"14.502224,121.013826",2026-05-03 19:00:00,14.502224,121.013826,
RDG-TMP-0124,RFID-030,TMP559,Temperature,8.6,2026-05-03 20:00:00,,,8.6
RDG-RFD-0194,RFID-043,RFD191,RFID,VERIFIED,2026-05-03 20:00:00,,,
RDG-RFD-0130,RFID-030,RFD208,RFID,VERIFIED,2026-05-03 20:00:00,,,
RDG-TMP-0195,RFID-044,TMP412,Temperature,8.4,2026-05-03 20:00:00,,,8.4
RDG-GPS-0203,RFID-026,GPS594,GPS,"14.606984,121.012292",2026-05-03 20:00:00,14.606984,121.012292,
RDG-GPS-0269,RFID-034,GPS370,GPS,"14.538573,120.991643",2026-05-03 20:00:00,14.538573,120.991643,
RDG-TMP-0107,RFID-026,TMP680,Temperature,-17.7,2026-05-03 20:00:00,,,-17.7
RDG-RFD-0039,RFID-010,RFD344,RFID,FLAGGED,2026-05-03 20:00:00,,,
RDG-GPS-0068,RFID-009,GPS424,GPS,"14.540285,121.045335",2026-05-03 20:00:00,14.540285,121.045335,
RDG-GPS-0236,RFID-030,GPS521,GPS,"14.586269,120.988534",2026-05-03 20:00:00,14.586269,120.988534,
RDG-GPS-0341,RFID-043,GPS864,GPS,"10.181889,123.581637",2026-05-03 20:00:00,10.181889,123.581637,
RDG-TMP-0141,RFID-034,TMP407,Temperature,-17.6,2026-05-03 20:00:00,,,-17.6
RDG-GPS-0347,RFID-044,GPS597,GPS,"9.155753,124.301794",2026-05-03 20:00:00,9.155753,124.301794,
RDG-TMP-0044,RFID-009,TMP330,Temperature,12.5,2026-05-03 20:00:00,,,12.5
RDG-GPS-0074,RFID-010,GPS741,GPS,"14.677039,121.034787",2026-05-03 20:00:00,14.677039,121.034787,
RDG-TMP-0189,RFID-042,TMP640,Temperature,-28.3,2026-05-03 21:00:00,,,-28.3
RDG-GPS-0054,RFID-007,GPS390,GPS,"14.640739,120.992314",2026-05-03 21:00:00,14.640739,120.992314,
RDG-GPS-0007,RFID-001,GPS973,GPS,"14.553888,121.086507",2026-05-03 21:00:00,14.553888,121.086507,
RDG-TMP-0038,RFID-007,TMP852,Temperature,-13.2,2026-05-03 21:00:00,,,-13.2
RDG-RFD-0110,RFID-026,RFD265,RFID,VERIFIED,2026-05-03 21:00:00,,,
RDG-GPS-0160,RFID-020,GPS857,GPS,"14.477703,121.042063",2026-05-03 21:00:00,14.477703,121.042063,
RDG-RFD-0191,RFID-042,RFD261,RFID,VERIFIED,2026-05-03 21:00:00,,,
RDG-GPS-0245,RFID-031,GPS409,GPS,"14.670974,121.050655",2026-05-03 21:00:00,14.670974,121.050655,
RDG-GPS-0292,RFID-037,GPS228,GPS,"14.647594,120.995371",2026-05-03 21:00:00,14.647594,120.995371,
RDG-TMP-0007,RFID-001,TMP415,Temperature,6.0,2026-05-03 21:00:00,,,6.0
RDG-GPS-0333,RFID-042,GPS965,GPS,"14.607424,121.005736",2026-05-03 21:00:00,14.607424,121.005736,
RDG-TMP-0133,RFID-031,TMP382,Temperature,-15.5,2026-05-03 21:00:00,,,-15.5
RDG-RFD-0167,RFID-037,RFD807,RFID,FLAGGED,2026-05-03 22:00:00,,,
RDG-GPS-0237,RFID-030,GPS274,GPS,"14.596493,121.047338",2026-05-03 22:00:00,14.596493,121.047338,
RDG-TMP-0108,RFID-026,TMP653,Temperature,-18.4,2026-05-03 22:00:00,,,-18.4
RDG-GPS-0348,RFID-044,GPS320,GPS,"10.243522,123.619818",2026-05-03 22:00:00,10.243522,123.619818,
RDG-GPS-0342,RFID-043,GPS564,GPS,"9.138763,124.273334",2026-05-03 22:00:00,9.138763,124.273334,
RDG-RFD-0199,RFID-044,RFD109,RFID,VERIFIED,2026-05-03 22:00:00,,,
RDG-GPS-0209,RFID-027,GPS843,GPS,"14.559717,120.933257",2026-05-03 22:00:00,14.559717,120.933257,
RDG-GPS-0204,RFID-026,GPS664,GPS,"14.626139,121.004387",2026-05-03 22:00:00,14.626139,121.004387,
RDG-GPS-0069,RFID-009,GPS727,GPS,"14.611233,121.0984",2026-05-03 22:00:00,14.611233,121.0984,
RDG-TMP-0125,RFID-030,TMP205,Temperature,5.1,2026-05-03 22:00:00,,,5.1
RDG-GPS-0075,RFID-010,GPS830,GPS,"14.612639,121.026202",2026-05-03 22:00:00,14.612639,121.026202,
RDG-TMP-0045,RFID-009,TMP925,Temperature,13.4,2026-05-03 22:00:00,,,13.4
RDG-GPS-0270,RFID-034,GPS788,GPS,"14.578086,120.994036",2026-05-03 22:00:00,14.578086,120.994036,
RDG-TMP-0142,RFID-034,TMP305,Temperature,-16.2,2026-05-03 22:00:00,,,-16.2
RDG-TMP-0196,RFID-044,TMP244,Temperature,9.1,2026-05-03 22:00:00,,,9.1
RDG-RFD-0029,RFID-007,RFD614,RFID,FLAGGED,2026-05-03 22:00:00,,,
RDG-TMP-0008,RFID-001,TMP936,Temperature,4.4,2026-05-03 23:00:00,,,4.4
RDG-GPS-0246,RFID-031,GPS594,GPS,"14.62235,121.064684",2026-05-03 23:00:00,14.62235,121.064684,
RDG-TMP-0039,RFID-007,TMP537,Temperature,-17.5,2026-05-03 23:00:00,,,-17.5
RDG-RFD-0136,RFID-031,RFD263,RFID,FLAGGED,2026-05-03 23:00:00,,,
RDG-GPS-0334,RFID-042,GPS736,GPS,"14.589439,121.010086",2026-05-03 23:00:00,14.589439,121.010086,
RDG-GPS-0055,RFID-007,GPS443,GPS,"14.610117,120.993008",2026-05-03 23:00:00,14.610117,120.993008,
RDG-GPS-0293,RFID-037,GPS949,GPS,"14.652884,120.997806",2026-05-03 23:00:00,14.652884,120.997806,
RDG-GPS-0008,RFID-001,GPS966,GPS,"14.536898,121.075353",2026-05-03 23:00:00,14.536898,121.075353,
RDG-RFD-0152,RFID-034,RFD146,RFID,VERIFIED,2026-05-03 23:00:00,,,
RDG-TMP-0190,RFID-042,TMP497,Temperature,-29.4,2026-05-03 23:00:00,,,-29.4
RDG-RFD-0004,RFID-001,RFD786,RFID,VERIFIED,2026-05-03 23:00:00,,,
RDG-TMP-0134,RFID-031,TMP178,Temperature,-18.1,2026-05-03 23:00:00,,,-18.1
RDG-RFD-0115,RFID-027,RFD729,RFID,VERIFIED,2026-05-03 23:00:00,,,
RDG-TMP-0046,RFID-009,TMP522,Temperature,12.1,2026-05-04 00:00:00,,,12.1
RDG-GPS-0343,RFID-043,GPS838,GPS,"8.086947,124.929862",2026-05-04 00:00:00,8.086947,124.929862,
RDG-GPS-0210,RFID-027,GPS775,GPS,"14.572627,121.005551",2026-05-04 00:00:00,14.572627,121.005551,
RDG-GPS-0238,RFID-030,GPS491,GPS,"14.554107,121.033006",2026-05-04 00:00:00,14.554107,121.033006,
RDG-RFD-0131,RFID-030,RFD225,RFID,FLAGGED,2026-05-04 00:00:00,,,
RDG-GPS-0271,RFID-034,GPS490,GPS,"14.594215,120.971145",2026-05-04 00:00:00,14.594215,120.971145,
RDG-GPS-0205,RFID-026,GPS713,GPS,"14.53425,121.008347",2026-05-04 00:00:00,14.53425,121.008347,
RDG-TMP-0143,RFID-034,TMP507,Temperature,-19.3,2026-05-04 00:00:00,,,-19.3
RDG-GPS-0076,RFID-010,GPS427,GPS,"14.605544,121.008943",2026-05-04 00:00:00,14.605544,121.008943,
RDG-GPS-0070,RFID-009,GPS536,GPS,"14.626786,121.118273",2026-05-04 00:00:00,14.626786,121.118273,
RDG-TMP-0197,RFID-044,TMP241,Temperature,4.5,2026-05-04 00:00:00,,,4.5
RDG-TMP-0126,RFID-030,TMP195,Temperature,9.1,2026-05-04 00:00:00,,,9.1
RDG-RFD-0153,RFID-034,RFD441,RFID,FLAGGED,2026-05-04 00:00:00,,,
RDG-TMP-0109,RFID-026,TMP243,Temperature,-17.0,2026-05-04 00:00:00,,,-17.0
RDG-RFD-0168,RFID-037,RFD893,RFID,VERIFIED,2026-05-04 00:00:00,,,
RDG-GPS-0349,RFID-044,GPS540,GPS,"11.31258,122.932582",2026-05-04 00:00:00,11.31258,122.932582,
RDG-RFD-0040,RFID-010,RFD737,RFID,VERIFIED,2026-05-04 01:00:00,,,
RDG-GPS-0056,RFID-007,GPS340,GPS,"14.559339,121.0282",2026-05-04 01:00:00,14.559339,121.0282,
RDG-TMP-0040,RFID-007,TMP452,Temperature,-19.8,2026-05-04 01:00:00,,,-19.8
RDG-GPS-0294,RFID-037,GPS321,GPS,"14.655973,121.004273",2026-05-04 01:00:00,14.655973,121.004273,
RDG-RFD-0030,RFID-007,RFD183,RFID,FLAGGED,2026-05-04 01:00:00,,,
RDG-GPS-0247,RFID-031,GPS467,GPS,"14.61358,121.085594",2026-05-04 01:00:00,14.61358,121.085594,
RDG-TMP-0191,RFID-042,TMP456,Temperature,-28.8,2026-05-04 01:00:00,,,-28.8
RDG-RFD-0038,RFID-009,RFD395,RFID,FLAGGED,2026-05-04 01:00:00,,,
RDG-TMP-0135,RFID-031,TMP838,Temperature,-16.2,2026-05-04 01:00:00,,,-16.2
RDG-RFD-0195,RFID-043,RFD840,RFID,VERIFIED,2026-05-04 01:00:00,,,
RDG-GPS-0335,RFID-042,GPS126,GPS,"14.578029,121.005941",2026-05-04 01:00:00,14.578029,121.005941,
RDG-TMP-0198,RFID-044,TMP598,Temperature,4.5,2026-05-04 02:00:00,,,4.5
RDG-TMP-0110,RFID-026,TMP180,Temperature,-17.2,2026-05-04 02:00:00,,,-17.2
RDG-TMP-0127,RFID-030,TMP984,Temperature,6.7,2026-05-04 02:00:00,,,6.7
RDG-TMP-0025,RFID-005,TMP215,Temperature,13.5,2026-05-04 02:00:00,,,13.5
RDG-GPS-0071,RFID-009,GPS262,GPS,"14.6574,121.103673",2026-05-04 02:00:00,14.6574,121.103673,
RDG-GPS-0077,RFID-010,GPS254,GPS,"14.654531,120.989386",2026-05-04 02:00:00,14.654531,120.989386,
RDG-GPS-0211,RFID-027,GPS651,GPS,"14.601507,120.975574",2026-05-04 02:00:00,14.601507,120.975574,
RDG-GPS-0033,RFID-005,GPS439,GPS,"14.706252,121.010466",2026-05-04 02:00:00,14.706252,121.010466,
RDG-GPS-0350,RFID-044,GPS707,GPS,"12.302446,122.331822",2026-05-04 02:00:00,12.302446,122.331822,
RDG-GPS-0272,RFID-034,GPS210,GPS,"14.596442,121.035329",2026-05-04 02:00:00,14.596442,121.035329,
RDG-GPS-0344,RFID-043,GPS710,GPS,"7.052438,125.644141",2026-05-04 02:00:00,7.052438,125.644141,
RDG-RFD-0116,RFID-027,RFD272,RFID,VERIFIED,2026-05-04 02:00:00,,,
RDG-GPS-0239,RFID-030,GPS697,GPS,"14.595271,121.000112",2026-05-04 02:00:00,14.595271,121.000112,
RDG-RFD-0200,RFID-044,RFD209,RFID,VERIFIED,2026-05-04 02:00:00,,,
RDG-GPS-0185,RFID-024,GPS786,GPS,"14.584596,120.963531",2026-05-04 02:00:00,14.584596,120.963531,
RDG-TMP-0144,RFID-034,TMP811,Temperature,-18.8,2026-05-04 02:00:00,,,-18.8
RDG-TMP-0047,RFID-009,TMP237,Temperature,13.1,2026-05-04 02:00:00,,,13.1
RDG-RFD-0111,RFID-026,RFD330,RFID,VERIFIED,2026-05-04 02:00:00,,,
RDG-GPS-0206,RFID-026,GPS984,GPS,"14.562281,121.08649",2026-05-04 02:00:00,14.562281,121.08649,
RDG-TMP-0192,RFID-042,TMP276,Temperature,-29.1,2026-05-04 03:00:00,,,-29.1
RDG-GPS-0336,RFID-042,GPS810,GPS,"14.560899,121.015783",2026-05-04 03:00:00,14.560899,121.015783,
RDG-GPS-0248,RFID-031,GPS402,GPS,"14.660881,121.167969",2026-05-04 03:00:00,14.660881,121.167969,
RDG-TMP-0136,RFID-031,TMP300,Temperature,-17.6,2026-05-04 03:00:00,,,-17.6
RDG-GPS-0295,RFID-037,GPS892,GPS,"14.666034,121.013128",2026-05-04 03:00:00,14.666034,121.013128,
RDG-GPS-0240,RFID-030,GPS360,GPS,"14.544312,121.026115",2026-05-04 04:00:00,14.544312,121.026115,
RDG-RFD-0196,RFID-043,RFD279,RFID,VERIFIED,2026-05-04 04:00:00,,,
RDG-RFD-0132,RFID-030,RFD244,RFID,VERIFIED,2026-05-04 04:00:00,,,
RDG-RFD-0137,RFID-031,RFD578,RFID,VERIFIED,2026-05-04 04:00:00,,,
RDG-GPS-0351,RFID-044,GPS146,GPS,"13.394292,121.673513",2026-05-04 04:00:00,13.394292,121.673513,
RDG-TMP-0026,RFID-005,TMP729,Temperature,16.0,2026-05-04 04:00:00,,,16.0
RDG-GPS-0212,RFID-027,GPS881,GPS,"14.610748,121.007815",2026-05-04 04:00:00,14.610748,121.007815,
RDG-TMP-0111,RFID-026,TMP154,Temperature,-16.1,2026-05-04 04:00:00,,,-16.1
RDG-TMP-0128,RFID-030,TMP497,Temperature,3.8,2026-05-04 04:00:00,,,3.8
RDG-GPS-0034,RFID-005,GPS367,GPS,"14.719609,120.93862",2026-05-04 04:00:00,14.719609,120.93862,
RDG-GPS-0186,RFID-024,GPS521,GPS,"14.555131,120.952868",2026-05-04 04:00:00,14.555131,120.952868,
RDG-GPS-0072,RFID-009,GPS365,GPS,"14.677766,121.116167",2026-05-04 04:00:00,14.677766,121.116167,
RDG-TMP-0199,RFID-044,TMP760,Temperature,6.2,2026-05-04 04:00:00,,,6.2
RDG-TMP-0048,RFID-009,TMP438,Temperature,12.5,2026-05-04 04:00:00,,,12.5
RDG-GPS-0078,RFID-010,GPS823,GPS,"14.576612,121.050281",2026-05-04 04:00:00,14.576612,121.050281,
RDG-GPS-0207,RFID-026,GPS974,GPS,"14.51011,121.085096",2026-05-04 04:00:00,14.51011,121.085096,
RDG-RFD-0041,RFID-010,RFD956,RFID,FLAGGED,2026-05-04 05:00:00,,,
RDG-GPS-0296,RFID-037,GPS102,GPS,"14.604755,121.086153",2026-05-04 05:00:00,14.604755,121.086153,
RDG-RFD-0016,RFID-005,RFD344,RFID,FLAGGED,2026-05-04 05:00:00,,,
RDG-RFD-0100,RFID-024,RFD664,RFID,VERIFIED,2026-05-04 05:00:00,,,
RDG-GPS-0035,RFID-005,GPS371,GPS,"14.630928,121.024325",2026-05-04 06:00:00,14.630928,121.024325,
RDG-GPS-0213,RFID-027,GPS429,GPS,"14.626429,121.033963",2026-05-04 06:00:00,14.626429,121.033963,
RDG-RFD-0133,RFID-030,RFD493,RFID,FLAGGED,2026-05-04 06:00:00,,,
RDG-TMP-0112,RFID-026,TMP177,Temperature,-15.3,2026-05-04 06:00:00,,,-15.3
RDG-RFD-0112,RFID-026,RFD631,RFID,VERIFIED,2026-05-04 06:00:00,,,
RDG-GPS-0352,RFID-044,GPS156,GPS,"14.421952,121.048045",2026-05-04 06:00:00,14.421952,121.048045,
RDG-GPS-0079,RFID-010,GPS438,GPS,"14.563138,121.02193",2026-05-04 06:00:00,14.563138,121.02193,
RDG-TMP-0027,RFID-005,TMP116,Temperature,13.8,2026-05-04 06:00:00,,,13.8
RDG-GPS-0208,RFID-026,GPS619,GPS,"14.536294,121.110525",2026-05-04 06:00:00,14.536294,121.110525,
RDG-GPS-0187,RFID-024,GPS510,GPS,"14.60891,120.972193",2026-05-04 06:00:00,14.60891,120.972193,
RDG-TMP-0200,RFID-044,TMP270,Temperature,3.0,2026-05-04 06:00:00,,,3.0
RDG-RFD-0117,RFID-027,RFD739,RFID,FLAGGED,2026-05-04 07:00:00,,,
RDG-RFD-0101,RFID-024,RFD188,RFID,VERIFIED,2026-05-04 07:00:00,,,
RDG-RFD-0154,RFID-034,RFD252,RFID,VERIFIED,2026-05-04 07:00:00,,,
RDG-GPS-0080,RFID-010,GPS311,GPS,"14.584261,121.021577",2026-05-04 08:00:00,14.584261,121.021577,
RDG-TMP-0049,RFID-011,TMP967,Temperature,-16.3,2026-05-04 08:00:00,,,-16.3
RDG-GPS-0081,RFID-011,GPS888,GPS,"14.633089,120.969148",2026-05-04 08:00:00,14.633089,120.969148,
RDG-GPS-0036,RFID-005,GPS453,GPS,"14.604283,120.988714",2026-05-04 08:00:00,14.604283,120.988714,
RDG-RFD-0138,RFID-031,RFD609,RFID,VERIFIED,2026-05-04 08:00:00,,,
RDG-TMP-0028,RFID-005,TMP708,Temperature,12.1,2026-05-04 08:00:00,,,12.1
RDG-GPS-0188,RFID-024,GPS565,GPS,"14.615771,121.004967",2026-05-04 08:00:00,14.615771,121.004967,
