reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng
RDG-GPS-0091,RFID-012,GPS646,GPS,"14.619926,121.048858",2026-05-06 06:00:00,14.619926,121.048858
RDG-GPS-0092,RFID-012,GPS677,GPS,"14.507554,120.982931",2026-05-06 08:00:00,14.507554,120.982931
RDG-GPS-0093,RFID-012,GPS538,GPS,"14.548043,120.944666",2026-05-06 10:00:00,14.548043,120.944666
RDG-GPS-0094,RFID-012,GPS151,GPS,"14.472199,120.975184",2026-05-06 12:00:00,14.472199,120.975184
RDG-GPS-0095,RFID-012,GPS565,GPS,"14.46153,120.954492",2026-05-06 14:00:00,14.46153,120.954492
RDG-GPS-0096,RFID-012,GPS488,GPS,"14.445085,120.990623",2026-05-06 16:00:00,14.445085,120.990623
RDG-GPS-0097,RFID-013,GPS531,GPS,"14.336126,121.10342",2026-05-06 05:00:00,14.336126,121.10342
RDG-GPS-0098,RFID-013,GPS119,GPS,"14.351156,121.011848",2026-05-06 07:00:00,14.351156,121.011848
RDG-GPS-0099,RFID-013,GPS458,GPS,"14.41846,121.004223",2026-05-06 09:00:00,14.41846,121.004223
RDG-GPS-0100,RFID-013,GPS767,GPS,"14.383608,121.001233",2026-05-06 11:00:00,14.383608,121.001233
RDG-GPS-0101,RFID-013,GPS353,GPS,"14.38284,120.992832",2026-05-06 13:00:00,14.38284,120.992832
RDG-GPS-0102,RFID-013,GPS256,GPS,"14.416379,120.987124",2026-05-06 15:00:00,14.416379,120.987124
RDG-GPS-0103,RFID-013,GPS217,GPS,"14.437926,121.027799",2026-05-06 17:00:00,14.437926,121.027799
RDG-GPS-0104,RFID-013,GPS816,GPS,"14.488097,120.997596",2026-05-06 19:00:00,14.488097,120.997596
RDG-GPS-0105,RFID-014,GPS720,GPS,"14.575624,120.96989",2026-05-04 22:00:00,14.575624,120.96989
RDG-GPS-0106,RFID-014,GPS217,GPS,"13.511325,121.16395",2026-05-05 00:00:00,13.511325,121.16395
RDG-GPS-0107,RFID-014,GPS418,GPS,"12.428979,121.261691",2026-05-05 02:00:00,12.428979,121.261691
RDG-GPS-0108,RFID-014,GPS419,GPS,"11.26261,121.404039",2026-05-05 04:00:00,11.26261,121.404039
RDG-GPS-0109,RFID-014,GPS484,GPS,"10.20998,121.648431",2026-05-05 06:00:00,10.20998,121.648431
RDG-GPS-0110,RFID-014,GPS177,GPS,"9.092665,121.785287",2026-05-05 08:00:00,9.092665,121.785287
RDG-GPS-0111,RFID-014,GPS348,GPS,"8.01281,121.953",2026-05-05 10:00:00,8.01281,121.953
RDG-GPS-0112,RFID-014,GPS970,GPS,"6.86439,122.103348",2026-05-05 12:00:00,6.86439,122.103348
RDG-GPS-0113,RFID-015,GPS915,GPS,"14.658426,121.076653",2026-05-04 22:00:00,14.658426,121.076653
RDG-GPS-0114,RFID-015,GPS455,GPS,"14.669899,121.076006",2026-05-05 00:00:00,14.669899,121.076006
RDG-GPS-0115,RFID-015,GPS170,GPS,"14.606303,121.065538",2026-05-05 02:00:00,14.606303,121.065538
RDG-GPS-0116,RFID-015,GPS969,GPS,"14.585139,121.035152",2026-05-05 04:00:00,14.585139,121.035152
RDG-GPS-0117,RFID-015,GPS543,GPS,"14.558063,121.051692",2026-05-05 06:00:00,14.558063,121.051692
RDG-GPS-0118,RFID-015,GPS948,GPS,"14.59365,121.067873",2026-05-05 08:00:00,14.59365,121.067873
RDG-GPS-0119,RFID-015,GPS280,GPS,"14.52506,121.021256",2026-05-05 10:00:00,14.52506,121.021256
RDG-GPS-0120,RFID-015,GPS376,GPS,"14.53398,121.104147",2026-05-05 12:00:00,14.53398,121.104147
RDG-GPS-0121,RFID-016,GPS893,GPS,"14.409991,121.078362",2026-05-04 15:00:00,14.409991,121.078362
RDG-GPS-0122,RFID-016,GPS848,GPS,"14.411378,121.023543",2026-05-04 17:00:00,14.411378,121.023543
RDG-GPS-0123,RFID-016,GPS351,GPS,"14.436905,121.005802",2026-05-04 19:00:00,14.436905,121.005802
RDG-GPS-0124,RFID-016,GPS561,GPS,"14.475359,120.975823",2026-05-04 21:00:00,14.475359,120.975823
RDG-GPS-0125,RFID-016,GPS724,GPS,"14.431301,121.007214",2026-05-04 23:00:00,14.431301,121.007214
RDG-GPS-0126,RFID-016,GPS606,GPS,"14.488362,120.987968",2026-05-05 01:00:00,14.488362,120.987968
RDG-GPS-0127,RFID-016,GPS317,GPS,"14.521267,120.966098",2026-05-05 03:00:00,14.521267,120.966098
RDG-GPS-0128,RFID-016,GPS386,GPS,"14.486282,120.967335",2026-05-05 05:00:00,14.486282,120.967335
RDG-GPS-0129,RFID-017,GPS382,GPS,"14.698032,120.980118",2026-05-05 12:00:00,14.698032,120.980118
RDG-GPS-0130,RFID-017,GPS295,GPS,"14.669622,120.963963",2026-05-05 14:00:00,14.669622,120.963963
RDG-GPS-0131,RFID-017,GPS600,GPS,"14.626647,120.986607",2026-05-05 16:00:00,14.626647,120.986607
RDG-GPS-0132,RFID-017,GPS587,GPS,"14.677646,120.940932",2026-05-05 18:00:00,14.677646,120.940932
RDG-GPS-0133,RFID-017,GPS911,GPS,"14.690762,120.968282",2026-05-05 20:00:00,14.690762,120.968282
RDG-GPS-0134,RFID-017,GPS514,GPS,"14.631939,120.950924",2026-05-05 22:00:00,14.631939,120.950924
RDG-GPS-0135,RFID-017,GPS695,GPS,"14.703436,120.954421",2026-05-06 00:00:00,14.703436,120.954421
RDG-GPS-0136,RFID-017,GPS452,GPS,"14.675202,120.981447",2026-05-06 02:00:00,14.675202,120.981447
RDG-GPS-0137,RFID-018,GPS438,GPS,"14.69255,121.004594",2026-05-05 21:00:00,14.69255,121.004594
RDG-GPS-0138,RFID-018,GPS413,GPS,"14.649452,120.978175",2026-05-05 23:00:00,14.649452,120.978175
RDG-GPS-0139,RFID-018,GPS297,GPS,"14.603683,120.947666",2026-05-06 01:00:00,14.603683,120.947666
RDG-GPS-0140,RFID-018,GPS880,GPS,"14.574369,121.012688",2026-05-06 03:00:00,14.574369,121.012688
RDG-GPS-0141,RFID-018,GPS856,GPS,"14.576102,120.960354",2026-05-06 05:00:00,14.576102,120.960354
RDG-GPS-0142,RFID-018,GPS878,GPS,"14.519777,121.016459",2026-05-06 07:00:00,14.519777,121.016459
RDG-GPS-0143,RFID-018,GPS202,GPS,"14.488092,120.9751",2026-05-06 09:00:00,14.488092,120.9751
RDG-GPS-0144,RFID-018,GPS469,GPS,"14.483163,120.979225",2026-05-06 11:00:00,14.483163,120.979225
RDG-GPS-0145,RFID-019,GPS646,GPS,"14.592144,120.966715",2026-05-05 12:00:00,14.592144,120.966715
RDG-GPS-0146,RFID-019,GPS155,GPS,"14.563744,120.962594",2026-05-05 14:00:00,14.563744,120.962594
RDG-GPS-0147,RFID-019,GPS229,GPS,"14.583307,121.020527",2026-05-05 16:00:00,14.583307,121.020527
RDG-GPS-0148,RFID-019,GPS205,GPS,"14.568644,121.018808",2026-05-05 18:00:00,14.568644,121.018808
RDG-GPS-0149,RFID-019,GPS580,GPS,"14.569015,120.993678",2026-05-05 20:00:00,14.569015,120.993678
RDG-GPS-0150,RFID-019,GPS152,GPS,"14.5065,120.963085",2026-05-05 22:00:00,14.5065,120.963085
RDG-GPS-0151,RFID-019,GPS216,GPS,"14.460762,121.007929",2026-05-06 00:00:00,14.460762,121.007929
RDG-GPS-0152,RFID-019,GPS175,GPS,"14.494612,120.954571",2026-05-06 02:00:00,14.494612,120.954571
RDG-GPS-0153,RFID-020,GPS255,GPS,"14.667702,120.978645",2026-05-03 07:00:00,14.667702,120.978645
RDG-GPS-0154,RFID-020,GPS411,GPS,"14.597148,120.976441",2026-05-03 09:00:00,14.597148,120.976441
RDG-GPS-0155,RFID-020,GPS671,GPS,"14.562975,120.955133",2026-05-03 11:00:00,14.562975,120.955133
RDG-GPS-0156,RFID-020,GPS909,GPS,"14.60313,121.001103",2026-05-03 13:00:00,14.60313,121.001103
RDG-GPS-0157,RFID-020,GPS489,GPS,"14.560756,121.028198",2026-05-03 15:00:00,14.560756,121.028198
RDG-GPS-0158,RFID-020,GPS980,GPS,"14.516194,121.005058",2026-05-03 17:00:00,14.516194,121.005058
RDG-GPS-0159,RFID-020,GPS682,GPS,"14.502224,121.013826",2026-05-03 19:00:00,14.502224,121.013826
RDG-GPS-0160,RFID-020,GPS857,GPS,"14.477703,121.042063",2026-05-03 21:00:00,14.477703,121.042063
RDG-GPS-0161,RFID-021,GPS740,GPS,"14.318223,121.084574",2026-05-05 01:00:00,14.318223,121.084574
RDG-GPS-0162,RFID-021,GPS260,GPS,"14.371274,121.077443",2026-05-05 03:00:00,14.371274,121.077443
RDG-GPS-0163,RFID-021,GPS260,GPS,"14.416029,121.069699",2026-05-05 05:00:00,14.416029,121.069699
RDG-GPS-0164,RFID-021,GPS708,GPS,"14.434182,121.06265",2026-05-05 07:00:00,14.434182,121.06265
RDG-GPS-0165,RFID-021,GPS395,GPS,"14.522777,121.023964",2026-05-05 09:00:00,14.522777,121.023964
RDG-GPS-0166,RFID-021,GPS564,GPS,"14.588353,121.094099",2026-05-05 11:00:00,14.588353,121.094099
RDG-GPS-0167,RFID-021,GPS370,GPS,"14.566647,121.050242",2026-05-05 13:00:00,14.566647,121.050242
RDG-GPS-0168,RFID-021,GPS777,GPS,"14.680183,121.092506",2026-05-05 15:00:00,14.680183,121.092506
RDG-GPS-0169,RFID-022,GPS217,GPS,"14.626191,120.946982",2026-05-04 15:00:00,14.626191,120.946982
RDG-GPS-0170,RFID-022,GPS372,GPS,"14.573399,121.002363",2026-05-04 17:00:00,14.573399,121.002363
RDG-GPS-0171,RFID-022,GPS269,GPS,"14.574749,120.955141",2026-05-04 19:00:00,14.574749,120.955141
RDG-GPS-0172,RFID-022,GPS944,GPS,"14.544491,121.017904",2026-05-04 21:00:00,14.544491,121.017904
RDG-GPS-0173,RFID-022,GPS227,GPS,"14.495292,120.997661",2026-05-04 23:00:00,14.495292,120.997661
RDG-GPS-0174,RFID-022,GPS512,GPS,"14.458384,121.009609",2026-05-05 01:00:00,14.458384,121.009609
RDG-GPS-0175,RFID-022,GPS605,GPS,"14.478925,121.039647",2026-05-05 03:00:00,14.478925,121.039647
RDG-GPS-0176,RFID-022,GPS542,GPS,"14.401576,121.059804",2026-05-05 05:00:00,14.401576,121.059804
RDG-GPS-0177,RFID-023,GPS126,GPS,"14.526753,121.013471",2026-05-04 20:00:00,14.526753,121.013471
RDG-GPS-0178,RFID-023,GPS956,GPS,"14.479704,121.051034",2026-05-04 22:00:00,14.479704,121.051034
RDG-GPS-0179,RFID-023,GPS121,GPS,"14.573895,121.015298",2026-05-05 00:00:00,14.573895,121.015298
RDG-GPS-0180,RFID-023,GPS375,GPS,"14.605072,121.025557",2026-05-05 02:00:00,14.605072,121.025557
RDG-GPS-0181,RFID-023,GPS279,GPS,"14.58001,121.036382",2026-05-05 04:00:00,14.58001,121.036382
RDG-GPS-0182,RFID-023,GPS384,GPS,"14.586707,121.026965",2026-05-05 06:00:00,14.586707,121.026965
RDG-GPS-0183,RFID-023,GPS750,GPS,"14.575077,121.02209",2026-05-05 08:00:00,14.575077,121.02209
RDG-GPS-0184,RFID-023,GPS581,GPS,"14.655624,121.062206",2026-05-05 10:00:00,14.655624,121.062206
RDG-GPS-0185,RFID-024,GPS786,GPS,"14.584596,120.963531",2026-05-04 02:00:00,14.584596,120.963531
RDG-GPS-0186,RFID-024,GPS521,GPS,"14.555131,120.952868",2026-05-04 04:00:00,14.555131,120.952868
RDG-GPS-0187,RFID-024,GPS510,GPS,"14.60891,120.972193",2026-05-04 06:00:00,14.60891,120.972193
RDG-GPS-0188,RFID-024,GPS565,GPS,"14.615771,121.004967",2026-05-04 08:00:00,14.615771,121.004967
RDG-GPS-0189,RFID-024,GPS218,GPS,"14.538092,120.981783",2026-05-04 10:00:00,14.538092,120.981783
RDG-GPS-0190,RFID-024,GPS626,GPS,"14.621176,121.003546",2026-05-04 12:00:00,14.621176,121.003546
RDG-GPS-0191,RFID-024,GPS990,GPS,"14.601521,120.969829",2026-05-04 14:00:00,14.601521,120.969829
RDG-GPS-0192,RFID-024,GPS292,GPS,"14.568159,121.017625",2026-05-04 16:00:00,14.568159,121.017625
RDG-GPS-0193,RFID-025,GPS610,GPS,"14.461844,121.062263",2026-05-05 20:00:00,14.461844,121.062263
RDG-GPS-0194,RFID-025,GPS308,GPS,"14.449684,121.068856",2026-05-05 22:00:00,14.449684,121.068856
RDG-GPS-0195,RFID-025,GPS394,GPS,"14.390991,120.998816",2026-05-06 00:00:00,14.390991,120.998816
RDG-GPS-0196,RFID-025,GPS224,GPS,"14.38524,121.048396",2026-05-06 02:00:00,14.38524,121.048396
RDG-GPS-0197,RFID-025,GPS918,GPS,"14.321458,121.034431",2026-05-06 04:00:00,14.321458,121.034431
RDG-GPS-0198,RFID-025,GPS664,GPS,"14.319644,120.980124",2026-05-06 06:00:00,14.319644,120.980124
RDG-GPS-0199,RFID-025,GPS330,GPS,"14.274225,120.997942",2026-05-06 08:00:00,14.274225,120.997942
RDG-GPS-0200,RFID-025,GPS572,GPS,"14.349226,121.041293",2026-05-06 10:00:00,14.349226,121.041293
RDG-GPS-0201,RFID-026,GPS257,GPS,"14.647806,121.016971",2026-05-03 16:00:00,14.647806,121.016971
RDG-GPS-0202,RFID-026,GPS621,GPS,"14.594609,121.033132",2026-05-03 18:00:00,14.594609,121.033132
RDG-GPS-0203,RFID-026,GPS594,GPS,"14.606984,121.012292",2026-05-03 20:00:00,14.606984,121.012292
RDG-GPS-0204,RFID-026,GPS664,GPS,"14.626139,121.004387",2026-05-03 22:00:00,14.626139,121.004387
RDG-GPS-0205,RFID-026,GPS713,GPS,"14.53425,121.008347",2026-05-04 00:00:00,14.53425,121.008347
RDG-GPS-0206,RFID-026,GPS984,GPS,"14.562281,121.08649",2026-05-04 02:00:00,14.562281,121.08649
RDG-GPS-0207,RFID-026,GPS974,GPS,"14.51011,121.085096",2026-05-04 04:00:00,14.51011,121.085096
RDG-GPS-0208,RFID-026,GPS619,GPS,"14.536294,121.110525",2026-05-04 06:00:00,14.536294,121.110525
RDG-GPS-0209,RFID-027,GPS843,GPS,"14.559717,120.933257",2026-05-03 22:00:00,14.559717,120.933257
RDG-GPS-0210,RFID-027,GPS775,GPS,"14.572627,121.005551",2026-05-04 00:00:00,14.572627,121.005551
RDG-GPS-0211,RFID-027,GPS651,GPS,"14.601507,120.975574",2026-05-04 02:00:00,14.601507,120.975574
RDG-GPS-0212,RFID-027,GPS881,GPS,"14.610748,121.007815",2026-05-04 04:00:00,14.610748,121.007815
RDG-GPS-0213,RFID-027,GPS429,GPS,"14.626429,121.033963",2026-05-04 06:00:00,14.626429,121.033963
RDG-GPS-0214,RFID-027,GPS344,GPS,"14.668817,121.100363",2026-05-04 08:00:00,14.668817,121.100363
RDG-GPS-0215,RFID-027,GPS894,GPS,"14.648808,121.039499",2026-05-04 10:00:00,14.648808,121.039499
RDG-GPS-0216,RFID-027,GPS584,GPS,"14.642478,121.061818",2026-05-04 12:00:00,14.642478,121.061818
RDG-GPS-0217,RFID-028,GPS495,GPS,"14.680523,120.991141",2026-05-05 12:00:00,14.680523,120.991141
RDG-GPS-0218,RFID-028,GPS767,GPS,"14.697841,120.992525",2026-05-05 14:00:00,14.697841,120.992525
RDG-GPS-0219,RFID-028,GPS137,GPS,"14.686082,120.966104",2026-05-05 16:00:00,14.686082,120.966104
RDG-GPS-0220,RFID-028,GPS439,GPS,"14.589625,121.016393",2026-05-05 18:00:00,14.589625,121.016393
RDG-GPS-0221,RFID-028,GPS550,GPS,"14.65297,121.010562",2026-05-05 20:00:00,14.65297,121.010562
RDG-GPS-0222,RFID-028,GPS115,GPS,"14.564971,121.017473",2026-05-05 22:00:00,14.564971,121.017473
RDG-GPS-0223,RFID-028,GPS770,GPS,"14.616244,120.970712",2026-05-06 00:00:00,14.616244,120.970712
RDG-GPS-0224,RFID-028,GPS900,GPS,"14.629996,120.940483",2026-05-06 02:00:00,14.629996,120.940483
RDG-GPS-0225,RFID-029,GPS809,GPS,"14.62692,120.995856",2026-05-05 05:00:00,14.62692,120.995856
RDG-GPS-0226,RFID-029,GPS436,GPS,"14.572605,120.970703",2026-05-05 07:00:00,14.572605,120.970703
RDG-GPS-0227,RFID-029,GPS489,GPS,"14.620948,121.049277",2026-05-05 09:00:00,14.620948,121.049277
RDG-GPS-0228,RFID-029,GPS877,GPS,"14.633985,121.026694",2026-05-05 11:00:00,14.633985,121.026694
RDG-GPS-0229,RFID-029,GPS732,GPS,"14.590223,121.018787",2026-05-05 13:00:00,14.590223,121.018787
RDG-GPS-0230,RFID-029,GPS394,GPS,"14.551128,121.028473",2026-05-05 15:00:00,14.551128,121.028473
RDG-GPS-0231,RFID-029,GPS544,GPS,"14.646885,121.040705",2026-05-05 17:00:00,14.646885,121.040705
RDG-GPS-0232,RFID-029,GPS820,GPS,"14.647834,121.042737",2026-05-05 19:00:00,14.647834,121.042737
