reading_id,rfid_tag,device_id,data_type,data_value,timestamp
RDG-TMP-0050,RFID-016,TMP629,Temperature,-28.9,2026-05-05 03:00:00
RDG-TMP-0051,RFID-017,TMP474,Temperature,12.3,2026-05-03 22:00:00
RDG-TMP-0052,RFID-017,TMP143,Temperature,13.4,2026-05-04 00:00:00
RDG-TMP-0053,RFID-017,TMP691,Temperature,13.1,2026-05-04 02:00:00
RDG-TMP-0054,RFID-017,TMP150,Temperature,12.4,2026-05-04 04:00:00
RDG-TMP-0055,RFID-017,TMP411,Temperature,15.0,2026-05-04 06:00:00
RDG-TMP-0056,RFID-018,TMP638,Temperature,-29.2,2026-05-03 17:00:00
RDG-TMP-0057,RFID-018,TMP161,Temperature,-28.1,2026-05-03 19:00:00
RDG-TMP-0058,RFID-018,TMP504,Temperature,-29.5,2026-05-03 21:00:00
RDG-TMP-0059,RFID-018,TMP958,Temperature,-29.0,2026-05-03 23:00:00
RDG-TMP-0060,RFID-018,TMP125,Temperature,-28.5,2026-05-04 01:00:00
RDG-TMP-0061,RFID-021,TMP852,Temperature,3.0,2026-05-04 11:00:00
RDG-TMP-0062,RFID-021,TMP859,Temperature,6.8,2026-05-04 13:00:00
RDG-TMP-0063,RFID-021,TMP499,Temperature,6.9,2026-05-04 15:00:00
RDG-TMP-0064,RFID-021,TMP818,Temperature,5.3,2026-05-04 17:00:00
RDG-TMP-0065,RFID-021,TMP199,Temperature,3.4,2026-05-04 19:00:00
RDG-TMP-0066,RFID-022,TMP423,Temperature,2.4,2026-05-04 17:00:00
RDG-TMP-0067,RFID-022,TMP728,Temperature,3.4,2026-05-04 19:00:00
RDG-TMP-0068,RFID-022,TMP547,Temperature,2.7,2026-05-04 21:00:00
RDG-TMP-0069,RFID-022,TMP349,Temperature,3.0,2026-05-04 23:00:00
RDG-TMP-0070,RFID-022,TMP108,Temperature,2.5,2026-05-05 01:00:00
RDG-TMP-0071,RFID-023,TMP994,Temperature,4.1,2026-05-04 16:00:00
RDG-TMP-0072,RFID-023,TMP773,Temperature,10.7,2026-05-04 18:00:00
RDG-TMP-0073,RFID-023,TMP380,Temperature,6.6,2026-05-04 20:00:00
RDG-TMP-0074,RFID-023,TMP145,Temperature,10.0,2026-05-04 22:00:00
RDG-TMP-0075,RFID-023,TMP647,Temperature,2.3,2026-05-05 00:00:00
RDG-TMP-0076,RFID-025,TMP402,Temperature,3.5,2026-05-04 17:00:00
RDG-TMP-0077,RFID-025,TMP544,Temperature,3.4,2026-05-04 19:00:00
RDG-TMP-0078,RFID-025,TMP642,Temperature,3.1,2026-05-04 21:00:00
RDG-TMP-0079,RFID-025,TMP698,Temperature,3.2,2026-05-04 23:00:00
RDG-TMP-0080,RFID-025,TMP275,Temperature,2.8,2026-05-05 01:00:00
RDG-TMP-0081,RFID-026,TMP206,Temperature,-16.0,2026-05-04 06:00:00
RDG-TMP-0082,RFID-026,TMP576,Temperature,-19.3,2026-05-04 08:00:00
RDG-TMP-0083,RFID-026,TMP581,Temperature,-16.2,2026-05-04 10:00:00
RDG-TMP-0084,RFID-026,TMP875,Temperature,-17.3,2026-05-04 12:00:00
RDG-TMP-0085,RFID-026,TMP847,Temperature,-19.2,2026-05-04 14:00:00
RDG-TMP-0086,RFID-029,TMP963,Temperature,12.5,2026-05-04 03:00:00
RDG-TMP-0087,RFID-029,TMP864,Temperature,13.0,2026-05-04 05:00:00
RDG-TMP-0088,RFID-029,TMP113,Temperature,14.0,2026-05-04 07:00:00
RDG-TMP-0089,RFID-029,TMP767,Temperature,12.6,2026-05-04 09:00:00
RDG-TMP-0090,RFID-029,TMP278,Temperature,13.6,2026-05-04 11:00:00
RDG-TMP-0091,RFID-030,TMP513,Temperature,12.6,2026-05-04 09:00:00
RDG-TMP-0092,RFID-030,TMP981,Temperature,14.0,2026-05-04 11:00:00
RDG-TMP-0093,RFID-030,TMP261,Temperature,13.4,2026-05-04 13:00:00
RDG-TMP-0094,RFID-030,TMP629,Temperature,14.0,2026-05-04 15:00:00
RDG-TMP-0095,RFID-030,TMP216,Temperature,13.4,2026-05-04 17:00:00
