reading_id,rfid_tag,device_id,data_type,data_value,timestamp
RDG-RFD-0054,RFID-013,RFD590,RFID,VERIFIED,2026-05-07 00:00:00
RDG-RFD-0055,RFID-014,RFD894,RFID,FLAGGED,2026-05-04 23:00:00
RDG-RFD-0056,RFID-014,RFD306,RFID,FLAGGED,2026-05-05 05:00:00
RDG-RFD-0057,RFID-014,RFD142,RFID,VERIFIED,2026-05-05 06:00:00
RDG-RFD-0058,RFID-014,RFD627,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0059,RFID-015,RFD871,RFID,VERIFIED,2026-05-05 01:00:00
RDG-RFD-0060,RFID-015,RFD982,RFID,VERIFIED,2026-05-05 03:00:00
RDG-RFD-0061,RFID-015,RFD439,RFID,VERIFIED,2026-05-05 06:00:00
RDG-RFD-0062,RFID-015,RFD476,RFID,FLAGGED,2026-05-05 12:00:00
RDG-RFD-0063,RFID-015,RFD861,RFID,VERIFIED,2026-05-05 17:00:00
RDG-RFD-0064,RFID-015,RFD495,RFID,VERIFIED,2026-05-05 21:00:00
RDG-RFD-0065,RFID-016,RFD609,RFID,VERIFIED,2026-05-04 16:00:00
RDG-RFD-0066,RFID-016,RFD631,RFID,VERIFIED,2026-05-04 21:00:00
RDG-RFD-0067,RFID-016,RFD844,RFID,VERIFIED,2026-05-05 01:00:00
RDG-RFD-0068,RFID-016,RFD716,RFID,FLAGGED,2026-05-05 06:00:00
RDG-RFD-0069,RFID-016,RFD428,RFID,VERIFIED,2026-05-05 08:00:00
RDG-RFD-0070,RFID-017,RFD402,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0071,RFID-017,RFD834,RFID,VERIFIED,2026-05-05 18:00:00
RDG-RFD-0072,RFID-017,RFD554,RFID,FLAGGED,2026-05-05 23:00:00
RDG-RFD-0073,RFID-018,RFD990,RFID,FLAGGED,2026-05-06 00:00:00
RDG-RFD-0074,RFID-018,RFD545,RFID,VERIFIED,2026-05-06 03:00:00
RDG-RFD-0075,RFID-018,RFD910,RFID,VERIFIED,2026-05-06 07:00:00
RDG-RFD-0076,RFID-018,RFD752,RFID,FLAGGED,2026-05-06 09:00:00
RDG-RFD-0077,RFID-018,RFD920,RFID,VERIFIED,2026-05-06 16:00:00
RDG-RFD-0078,RFID-019,RFD722,RFID,FLAGGED,2026-05-05 12:00:00
RDG-RFD-0079,RFID-019,RFD168,RFID,FLAGGED,2026-05-05 19:00:00
RDG-RFD-0080,RFID-019,RFD475,RFID,VERIFIED,2026-05-05 21:00:00
RDG-RFD-0081,RFID-019,RFD680,RFID,VERIFIED,2026-05-06 02:00:00
RDG-RFD-0082,RFID-020,RFD479,RFID,VERIFIED,2026-05-03 08:00:00
RDG-RFD-0083,RFID-020,RFD178,RFID,VERIFIED,2026-05-03 13:00:00
RDG-RFD-0084,RFID-020,RFD507,RFID,VERIFIED,2026-05-03 16:00:00
RDG-RFD-0085,RFID-021,RFD216,RFID,FLAGGED,2026-05-05 03:00:00
RDG-RFD-0086,RFID-021,RFD611,RFID,VERIFIED,2026-05-05 05:00:00
RDG-RFD-0087,RFID-021,RFD220,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0088,RFID-021,RFD820,RFID,VERIFIED,2026-05-05 15:00:00
RDG-RFD-0089,RFID-021,RFD726,RFID,FLAGGED,2026-05-05 20:00:00
RDG-RFD-0090,RFID-022,RFD238,RFID,FLAGGED,2026-05-04 18:00:00
RDG-RFD-0091,RFID-022,RFD830,RFID,VERIFIED,2026-05-04 19:00:00
RDG-RFD-0092,RFID-022,RFD929,RFID,VERIFIED,2026-05-05 02:00:00
RDG-RFD-0093,RFID-022,RFD826,RFID,VERIFIED,2026-05-05 05:00:00
RDG-RFD-0094,RFID-022,RFD397,RFID,VERIFIED,2026-05-05 07:00:00
RDG-RFD-0095,RFID-023,RFD817,RFID,VERIFIED,2026-05-04 21:00:00
RDG-RFD-0096,RFID-023,RFD620,RFID,VERIFIED,2026-05-05 01:00:00
RDG-RFD-0097,RFID-023,RFD305,RFID,FLAGGED,2026-05-05 05:00:00
RDG-RFD-0098,RFID-023,RFD605,RFID,FLAGGED,2026-05-05 09:00:00
RDG-RFD-0099,RFID-023,RFD686,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0100,RFID-024,RFD664,RFID,VERIFIED,2026-05-04 05:00:00
RDG-RFD-0101,RFID-024,RFD188,RFID,VERIFIED,2026-05-04 07:00:00
RDG-RFD-0102,RFID-024,RFD834,RFID,VERIFIED,2026-05-04 10:00:00
RDG-RFD-0103,RFID-024,RFD887,RFID,VERIFIED,2026-05-04 17:00:00
RDG-RFD-0104,RFID-024,RFD175,RFID,VERIFIED,2026-05-04 21:00:00
RDG-RFD-0105,RFID-025,RFD560,RFID,VERIFIED,2026-05-05 22:00:00
RDG-RFD-0106,RFID-025,RFD452,RFID,VERIFIED,2026-05-06 03:00:00
RDG-RFD-0107,RFID-025,RFD898,RFID,VERIFIED,2026-05-06 05:00:00
RDG-RFD-0108,RFID-025,RFD232,RFID,VERIFIED,2026-05-06 09:00:00
RDG-RFD-0109,RFID-026,RFD630,RFID,VERIFIED,2026-05-03 16:00:00
RDG-RFD-0110,RFID-026,RFD265,RFID,VERIFIED,2026-05-03 21:00:00
RDG-RFD-0111,RFID-026,RFD330,RFID,VERIFIED,2026-05-04 02:00:00
RDG-RFD-0112,RFID-026,RFD631,RFID,VERIFIED,2026-05-04 06:00:00
RDG-RFD-0113,RFID-026,RFD356,RFID,VERIFIED,2026-05-04 10:00:00
RDG-RFD-0114,RFID-026,RFD664,RFID,VERIFIED,2026-05-04 13:00:00
RDG-RFD-0115,RFID-027,RFD729,RFID,VERIFIED,2026-05-03 23:00:00
RDG-RFD-0116,RFID-027,RFD272,RFID,VERIFIED,2026-05-04 02:00:00
RDG-RFD-0117,RFID-027,RFD739,RFID,FLAGGED,2026-05-04 07:00:00
RDG-RFD-0118,RFID-027,RFD677,RFID,VERIFIED,2026-05-04 12:00:00
RDG-RFD-0119,RFID-027,RFD129,RFID,VERIFIED,2026-05-04 14:00:00
RDG-RFD-0120,RFID-028,RFD889,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0121,RFID-028,RFD885,RFID,VERIFIED,2026-05-05 18:00:00
RDG-RFD-0122,RFID-028,RFD131,RFID,VERIFIED,2026-05-05 23:00:00
RDG-RFD-0123,RFID-029,RFD409,RFID,VERIFIED,2026-05-05 07:00:00
RDG-RFD-0124,RFID-029,RFD926,RFID,FLAGGED,2026-05-05 12:00:00
RDG-RFD-0125,RFID-029,RFD174,RFID,VERIFIED,2026-05-05 16:00:00
RDG-RFD-0126,RFID-029,RFD525,RFID,FLAGGED,2026-05-05 17:00:00
RDG-RFD-0127,RFID-029,RFD448,RFID,VERIFIED,2026-05-06 00:00:00
RDG-RFD-0128,RFID-029,RFD835,RFID,VERIFIED,2026-05-06 02:00:00
RDG-RFD-0129,RFID-030,RFD233,RFID,VERIFIED,2026-05-03 16:00:00
RDG-RFD-0130,RFID-030,RFD208,RFID,VERIFIED,2026-05-03 20:00:00
RDG-RFD-0131,RFID-030,RFD225,RFID,FLAGGED,2026-05-04 00:00:00
RDG-RFD-0132,RFID-030,RFD244,RFID,VERIFIED,2026-05-04 04:00:00
RDG-RFD-0133,RFID-030,RFD493,RFID,FLAGGED,2026-05-04 06:00:00
RDG-RFD-0134,RFID-031,RFD263,RFID,VERIFIED,2026-05-03 14:00:00
RDG-RFD-0135,RFID-031,RFD838,RFID,VERIFIED,2026-05-03 19:00:00
RDG-RFD-0136,RFID-031,RFD263,RFID,FLAGGED,2026-05-03 23:00:00
RDG-RFD-0137,RFID-031,RFD578,RFID,VERIFIED,2026-05-04 04:00:00
RDG-RFD-0138,RFID-031,RFD609,RFID,VERIFIED,2026-05-04 08:00:00
RDG-RFD-0139,RFID-031,RFD502,RFID,FLAGGED,2026-05-04 09:00:00
RDG-RFD-0140,RFID-032,RFD461,RFID,FLAGGED,2026-05-05 21:00:00
RDG-RFD-0141,RFID-032,RFD606,RFID,FLAGGED,2026-05-06 00:00:00
RDG-RFD-0142,RFID-032,RFD108,RFID,VERIFIED,2026-05-06 07:00:00
RDG-RFD-0143,RFID-032,RFD370,RFID,VERIFIED,2026-05-06 08:00:00
RDG-RFD-0144,RFID-032,RFD474,RFID,VERIFIED,2026-05-06 14:00:00
RDG-RFD-0145,RFID-032,RFD683,RFID,VERIFIED,2026-05-06 16:00:00
RDG-RFD-0146,RFID-033,RFD175,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0147,RFID-033,RFD882,RFID,VERIFIED,2026-05-05 17:00:00
RDG-RFD-0148,RFID-033,RFD738,RFID,VERIFIED,2026-05-05 20:00:00
RDG-RFD-0149,RFID-033,RFD199,RFID,FLAGGED,2026-05-05 22:00:00
RDG-RFD-0150,RFID-034,RFD447,RFID,VERIFIED,2026-05-03 14:00:00
RDG-RFD-0151,RFID-034,RFD303,RFID,VERIFIED,2026-05-03 18:00:00
RDG-RFD-0152,RFID-034,RFD146,RFID,VERIFIED,2026-05-03 23:00:00
RDG-RFD-0153,RFID-034,RFD441,RFID,FLAGGED,2026-05-04 00:00:00
RDG-RFD-0154,RFID-034,RFD252,RFID,VERIFIED,2026-05-04 07:00:00
RDG-RFD-0155,RFID-034,RFD727,RFID,VERIFIED,2026-05-04 09:00:00
RDG-RFD-0156,RFID-035,RFD731,RFID,VERIFIED,2026-05-05 02:00:00
RDG-RFD-0157,RFID-035,RFD619,RFID,VERIFIED,2026-05-05 07:00:00
RDG-RFD-0158,RFID-035,RFD406,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0159,RFID-035,RFD477,RFID,VERIFIED,2026-05-05 16:00:00
RDG-RFD-0160,RFID-035,RFD526,RFID,VERIFIED,2026-05-05 19:00:00
RDG-RFD-0161,RFID-036,RFD371,RFID,VERIFIED,2026-05-05 15:00:00
RDG-RFD-0162,RFID-036,RFD697,RFID,VERIFIED,2026-05-05 20:00:00
RDG-RFD-0163,RFID-036,RFD744,RFID,FLAGGED,2026-05-06 02:00:00
RDG-RFD-0164,RFID-036,RFD797,RFID,FLAGGED,2026-05-06 06:00:00
RDG-RFD-0165,RFID-036,RFD817,RFID,FLAGGED,2026-05-06 08:00:00
RDG-RFD-0166,RFID-037,RFD421,RFID,FLAGGED,2026-05-03 16:00:00
RDG-RFD-0167,RFID-037,RFD807,RFID,FLAGGED,2026-05-03 22:00:00
RDG-RFD-0168,RFID-037,RFD893,RFID,VERIFIED,2026-05-04 00:00:00
RDG-RFD-0169,RFID-038,RFD631,RFID,VERIFIED,2026-05-06 03:00:00
RDG-RFD-0170,RFID-038,RFD778,RFID,VERIFIED,2026-05-06 08:00:00
RDG-RFD-0171,RFID-038,RFD421,RFID,VERIFIED,2026-05-06 14:00:00
RDG-RFD-0172,RFID-038,RFD645,RFID,VERIFIED,2026-05-06 16:00:00
RDG-RFD-0173,RFID-038,RFD792,RFID,VERIFIED,2026-05-06 21:00:00
RDG-RFD-0174,RFID-038,RFD296,RFID,VERIFIED,2026-05-07 01:00:00
RDG-RFD-0175,RFID-039,RFD330,RFID,VERIFIED,2026-05-04 11:00:00
RDG-RFD-0176,RFID-039,RFD821,RFID,VERIFIED,2026-05-04 15:00:00
RDG-RFD-0177,RFID-039,RFD600,RFID,VERIFIED,2026-05-04 18:00:00
RDG-RFD-0178,RFID-039,RFD673,RFID,VERIFIED,2026-05-04 23:00:00
RDG-RFD-0179,RFID-040,RFD792,RFID,FLAGGED,2026-05-05 09:00:00
RDG-RFD-0180,RFID-040,RFD504,RFID,VERIFIED,2026-05-05 14:00:00
RDG-RFD-0181,RFID-040,RFD923,RFID,VERIFIED,2026-05-05 17:00:00
RDG-RFD-0182,RFID-040,RFD394,RFID,VERIFIED,2026-05-05 20:00:00
RDG-RFD-0183,RFID-040,RFD552,RFID,VERIFIED,2026-05-05 23:00:00
RDG-RFD-0184,RFID-041,RFD947,RFID,FLAGGED,2026-05-06 08:00:00
RDG-RFD-0185,RFID-041,RFD812,RFID,VERIFIED,2026-05-06 11:00:00
RDG-RFD-0186,RFID-041,RFD730,RFID,FLAGGED,2026-05-06 15:00:00
RDG-RFD-0187,RFID-041,RFD785,RFID,FLAGGED,2026-05-06 18:00:00
RDG-RFD-0188,RFID-041,RFD153,RFID,VERIFIED,2026-05-06 22:00:00
RDG-RFD-0189,RFID-042,RFD583,RFID,VERIFIED,2026-05-03 16:00:00
RDG-RFD-0190,RFID-042,RFD240,RFID,VERIFIED,2026-05-03 17:00:00
RDG-RFD-0191,RFID-042,RFD261,RFID,VERIFIED,2026-05-03 21:00:00
RDG-RFD-0192,RFID-043,RFD304,RFID,VERIFIED,2026-05-03 15:00:00
RDG-RFD-0193,RFID-043,RFD761,RFID,VERIFIED,2026-05-03 18:00:00
RDG-RFD-0194,RFID-043,RFD191,RFID,VERIFIED,2026-05-03 20:00:00
RDG-RFD-0195,RFID-043,RFD840,RFID,VERIFIED,2026-05-04 01:00:00
RDG-RFD-0196,RFID-043,RFD279,RFID,VERIFIED,2026-05-04 04:00:00
RDG-RFD-0197,RFID-043,RFD280,RFID,VERIFIED,2026-05-04 11:00:00
RDG-RFD-0198,RFID-044,RFD290,RFID,VERIFIED,2026-05-03 19:00:00
RDG-RFD-0199,RFID-044,RFD109,RFID,VERIFIED,2026-05-03 22:00:00
RDG-RFD-0200,RFID-044,RFD209,RFID,VERIFIED,2026-05-04 02:00:00
RDG-RFD-0201,RFID-045,RFD756,RFID,VERIFIED,2026-05-04 15:00:00
RDG-RFD-0202,RFID-045,RFD237,RFID,VERIFIED,2026-05-04 20:00:00
RDG-RFD-0203,RFID-045,RFD928,RFID,VERIFIED,2026-05-05 00:00:00
RDG-RFD-0204,RFID-045,RFD848,RFID,VERIFIED,2026-05-05 01:00:00
RDG-RFD-0205,RFID-045,RFD835,RFID,VERIFIED,2026-05-05 08:00:00
RDG-RFD-0206,RFID-046,RFD909,RFID,VERIFIED,2026-05-06 06:00:00
RDG-RFD-0207,RFID-046,RFD875,RFID,VERIFIED,2026-05-06 12:00:00
RDG-RFD-0208,RFID-046,RFD976,RFID,FLAGGED,2026-05-06 15:00:00
RDG-RFD-0209,RFID-046,RFD627,RFID,VERIFIED,2026-05-06 21:00:00
RDG-RFD-0210,RFID-047,RFD197,RFID,VERIFIED,2026-05-04 22:00:00
RDG-RFD-0211,RFID-047,RFD588,RFID,VERIFIED,2026-05-05 03:00:00
RDG-RFD-0212,RFID-047,RFD106,RFID,VERIFIED,2026-05-05 08:00:00
RDG-RFD-0213,RFID-047,RFD557,RFID,VERIFIED,2026-05-05 12:00:00
RDG-RFD-0214,RFID-047,RFD409,RFID,VERIFIED,2026-05-05 16:00:00
RDG-RFD-0215,RFID-048,RFD809,RFID,VERIFIED,2026-05-05 18:00:00
RDG-RFD-0216,RFID-048,RFD221,RFID,FLAGGED,2026-05-05 21:00:00
RDG-RFD-0217,RFID-048,RFD515,RFID,VERIFIED,2026-05-06 03:00:00
RDG-RFD-0218,RFID-049,RFD402,RFID,VERIFIED,2026-05-06 06:00:00
RDG-RFD-0219,RFID-049,RFD324,RFID,VERIFIED,2026-05-06 12:00:00
RDG-RFD-0220,RFID-049,RFD565,RFID,VERIFIED,2026-05-06 15:00:00
RDG-RFD-0221,RFID-049,RFD662,RFID,VERIFIED,2026-05-06 20:00:00
RDG-RFD-0222,RFID-049,RFD921,RFID,VERIFIED,2026-05-07 01:00:00
RDG-RFD-0223,RFID-050,RFD710,RFID,VERIFIED,2026-05-04 14:00:00
RDG-RFD-0224,RFID-050,RFD640,RFID,VERIFIED,2026-05-04 17:00:00
RDG-RFD-0225,RFID-050,RFD677,RFID,FLAGGED,2026-05-04 23:00:00
RDG-RFD-0226,RFID-050,RFD660,RFID,FLAGGED,2026-05-05 01:00:00
